#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
摩托		<span class="tone2">mó</span> <span class="tone1">tuō</span>	<ol><li>motor (loanword)</li><li>motorbike</li></ol>			
模样	模樣	<span class="tone2">mú</span> <span class="tone4">yàng</span>	<ol><li>look</li><li>style</li><li>appearance</li><li>approximation</li><li>about</li><li>also pr. [mo2 yang4]</li></ol>	个|個(<span class="tone4">gè</span>)		
目光		<span class="tone4">mù</span> <span class="tone1">guāng</span>	<ol><li>gaze; (fig.) attention</li><li>expression in one's eyes; look</li><li>(lit. and fig.) sight; vision</li></ol>			
耐心		<span class="tone4">nài</span> <span class="tone1">xīn</span>	<ol><li>to be patient</li><li>patience</li></ol>			
男性		<span class="tone2">nán</span> <span class="tone4">xìng</span>	<ol><li>the male sex</li><li>a male</li></ol>			
南北		<span class="tone2">nán</span> <span class="tone3">běi</span>	<ol><li>north and south</li><li>north to south</li></ol>			
南极	南極	<span class="tone2">nán</span> <span class="tone2">jí</span>	<ol><li>south pole</li></ol>			
难得	難得	<span class="tone2">nán</span> <span class="tone2">dé</span>	<ol><li>seldom</li><li>rare</li><li>hard to come by</li></ol>			
难以	難以	<span class="tone2">nán</span> <span class="tone3">yǐ</span>	<ol><li>hard to (predict, imagine etc)</li></ol>			
脑子	腦子	<span class="tone3">nǎo</span> <span class="tone5">zi</span>	<ol><li>brains</li><li>mind</li></ol>	个|個(<span class="tone4">gè</span>)		
内在	內在	<span class="tone4">nèi</span> <span class="tone4">zài</span>	<ol><li>inner</li><li>internal</li><li>intrinsic</li><li>innate</li></ol>			
能量		<span class="tone2">néng</span> <span class="tone4">liàng</span>	<ol><li>energy</li><li>capabilities</li></ol>			
年度		<span class="tone2">nián</span> <span class="tone4">dù</span>	<ol><li>year (e.g. school year, fiscal year)</li><li>annual</li></ol>			
年龄	年齡	<span class="tone2">nián</span> <span class="tone2">líng</span>	<ol><li>(a person's) age</li></ol>	把(<span class="tone3">bǎ</span>), 个|個(<span class="tone4">gè</span>)		
年前		<span class="tone2">nián</span> <span class="tone2">qián</span>	<ol><li>by the end of the year</li><li>at the end of the year; shortly before New Year</li></ol>			
牛仔裤	牛仔褲	<span class="tone2">niú</span> <span class="tone3">zǎi</span> <span class="tone4">kù</span>	<ol><li>jeans</li></ol>	条|條(<span class="tone2">tiáo</span>)		
农产品	農產品	<span class="tone2">nóng</span> <span class="tone3">chǎn</span> <span class="tone3">pǐn</span>	<ol><li>agricultural produce</li></ol>			
女性		<span class="tone3">nǚ</span> <span class="tone4">xìng</span>	<ol><li>woman</li><li>the female sex</li></ol>			
暖		<span class="tone3">nuǎn</span>	<ol><li>warm</li><li>to warm</li></ol>			
暖	㬉	<span class="tone3">nuǎn</span>	<ol><li>old variant of 暖</li></ol>			
偶尔	偶爾	<span class="tone3">ǒu</span> <span class="tone3">ěr</span>	<ol><li>occasionally</li><li>once in a while</li><li>sometimes</li></ol>			
偶然		<span class="tone3">ǒu</span> <span class="tone2">rán</span>	<ol><li>incidentally</li><li>occasional</li><li>occasionally</li><li>by chance</li><li>randomly</li></ol>			
偶像		<span class="tone3">ǒu</span> <span class="tone4">xiàng</span>	<ol><li>idol</li></ol>			
拍摄	拍攝	<span class="tone1">pāi</span> <span class="tone4">shè</span>	<ol><li>to take (a picture); to shoot (a film)</li></ol>			
排除		<span class="tone2">pái</span> <span class="tone2">chú</span>	<ol><li>to eliminate</li><li>to remove</li><li>to exclude</li><li>to rule out</li></ol>			
旁		<span class="tone2">páng</span>	<ol><li>one side</li><li>other</li><li>different</li><li>lateral component of a Chinese character (such as 刂, 亻 etc)</li></ol>			
陪		<span class="tone2">péi</span>	<ol><li>to accompany</li><li>to keep sb company</li><li>to assist</li><li>old variant of 賠｜赔</li></ol>			
赔	賠	<span class="tone2">péi</span>	<ol><li>to compensate for loss</li><li>to indemnify</li><li>to suffer a financial loss</li></ol>			<span class="nobr">陪</span>
赔偿	賠償	<span class="tone2">péi</span> <span class="tone2">cháng</span>	<ol><li>to compensate</li></ol>			
配备	配備	<span class="tone4">pèi</span> <span class="tone4">bèi</span>	<ol><li>to allocate</li><li>to provide</li><li>to outfit with</li></ol>			
配套		<span class="tone4">pèi</span> <span class="tone4">tào</span>	<ol><li>to form a complete set</li><li>compatible</li><li>matching</li><li>complementary</li></ol>			
喷	噴	<span class="tone1">pēn</span>	<ol><li>to spout; to spurt; to spray; to puff</li><li>(slang) to criticize scathingly (esp. online)</li></ol>			
喷	噴	<span class="tone4">pèn</span>	<ol><li>(of a smell) strong</li><li>peak season (of a crop)</li><li>(classifier for the ordinal number of a crop, in the context of multiple harvests)</li></ol>			
盆		<span class="tone2">pén</span>	<ol><li>basin</li><li>flower pot</li><li>unit of volume equal to 12 斗 and 8 升, approx 128 liters</li></ol>	个|個(<span class="tone4">gè</span>)		
披		<span class="tone1">pī</span>	<ol><li>to drape over one's shoulders</li><li>to open</li><li>to unroll</li><li>to split open</li><li>to spread out</li></ol>			<span class="nobr">批</span>
皮肤	皮膚	<span class="tone2">pí</span> <span class="tone1">fū</span>	<ol><li>skin</li></ol>	层|層(<span class="tone2">céng</span>), 块|塊(<span class="tone4">kuài</span>)		
皮鞋		<span class="tone2">pí</span> <span class="tone2">xié</span>	<ol><li>leather shoes</li></ol>			
脾气	脾氣	<span class="tone2">pí</span> <span class="tone5">qi</span>	<ol><li>character; temperament; disposition</li><li>bad temper</li></ol>	股(<span class="tone3">gǔ</span>)		
匹		<span class="tone3">pǐ</span>	<ol><li>classifier for horses, mules etc</li><li>ordinary person</li><li>classifier for cloth: bolt</li><li>horsepower</li></ol>		<span class="tone1">pī</span>	
匹	疋	<span class="tone3">pǐ</span>	<ol><li>classifier for cloth: bolt</li></ol>			
匹		<span class="tone1">pī</span>	<ol><li>mate</li><li>one of a pair</li></ol>			<span class="nobr">批</span> <span class="nobr">披</span>
骗	騙	<span class="tone4">piàn</span>	<ol><li>to cheat</li><li>to swindle</li><li>to deceive</li><li>to get on (a horse etc) by swinging one leg over</li></ol>			<span class="nobr">片</span>
骗子	騙子	<span class="tone4">piàn</span> <span class="tone5">zi</span>	<ol><li>swindler</li><li>a cheat</li></ol>			
拼		<span class="tone1">pīn</span>	<ol><li>to piece together</li><li>to join together</li><li>to stake all</li><li>adventurous</li><li>at the risk of one's life</li><li>to spell</li></ol>			
频道	頻道	<span class="tone2">pín</span> <span class="tone4">dào</span>	<ol><li>frequency</li><li>(television) channel</li></ol>			
频繁	頻繁	<span class="tone2">pín</span> <span class="tone2">fán</span>	<ol><li>frequently</li><li>often</li></ol>			
品		<span class="tone3">pǐn</span>	<ol><li>(bound form) article; commodity; product; goods</li><li>(bound form) grade; rank</li><li>kind; type; variety</li><li>character; disposition; nature; temperament</li><li>to taste sth; to sample</li><li>to criticize; to comment; to judge; to size up</li><li>fret (on a guitar or lute)</li></ol>			
品种	品種	<span class="tone3">pǐn</span> <span class="tone3">zhǒng</span>	<ol><li>breed</li><li>variety</li></ol>	个|個(<span class="tone4">gè</span>)		
平坦		<span class="tone2">píng</span> <span class="tone3">tǎn</span>	<ol><li>level</li><li>even</li><li>smooth</li><li>flat</li></ol>			
平原		<span class="tone2">píng</span> <span class="tone2">yuán</span>	<ol><li>field</li><li>plain</li></ol>	个|個(<span class="tone4">gè</span>)		
评估	評估	<span class="tone2">píng</span> <span class="tone1">gū</span>	<ol><li>to evaluate</li><li>to assess</li><li>assessment</li><li>evaluation</li></ol>			
评论	評論	<span class="tone2">píng</span> <span class="tone4">lùn</span>	<ol><li>to comment on</li><li>to discuss</li><li>comment</li><li>commentary</li></ol>	篇(<span class="tone1">piān</span>)		
凭	憑	<span class="tone2">píng</span>	<ol><li>to lean against</li><li>to rely on</li><li>on the basis of</li><li>no matter (how, what etc)</li><li>proof</li></ol>			<span class="nobr">平</span> <span class="nobr">瓶</span>
泼	潑	<span class="tone1">pō</span>	<ol><li>to splash</li><li>to spill</li><li>rough and coarse</li><li>brutish</li></ol>			
葡萄		<span class="tone2">pú</span> <span class="tone5">tao</span>	<ol><li>grape</li></ol>			
葡萄酒		<span class="tone2">pú</span> <span class="tone5">tao</span> <span class="tone3">jiǔ</span>	<ol><li>(grape) wine</li></ol>			
期望		<span class="tone1">qī</span> <span class="tone4">wàng</span>	<ol><li>to have expectations</li><li>to earnestly hope</li><li>expectation</li><li>hope</li></ol>			
齐全	齊全	<span class="tone2">qí</span> <span class="tone2">quán</span>	<ol><li>complete</li><li>comprehensive</li></ol>			
其		<span class="tone2">qí</span>	<ol><li>his</li><li>her</li><li>its</li><li>their</li><li>that</li><li>such</li><li>it (refers to sth preceding it)</li></ol>			<span class="nobr">骑</span> <span class="nobr">齐</span>
启动	啟動	<span class="tone3">qǐ</span> <span class="tone4">dòng</span>	<ol><li>to start (a machine)</li><li>(fig.) to set in motion</li><li>to launch (an operation)</li><li>to activate (a plan)</li></ol>			
启发	啟發	<span class="tone3">qǐ</span> <span class="tone1">fā</span>	<ol><li>to enlighten</li><li>to explain (a text etc)</li><li>to stimulate (a mental attitude)</li><li>enlightenment</li><li>revelation</li><li>motivation</li></ol>			
启事	啟事	<span class="tone3">qǐ</span> <span class="tone4">shì</span>	<ol><li>announcement (written, on billboard, letter, newspaper or website)</li><li>to post information</li><li>a notice</li></ol>			
起到		<span class="tone3">qǐ</span> <span class="tone4">dào</span>	<ol><li>(in an expression of the form 起到…作用) to have (a (motivating etc) effect); to play (a (stabilizing etc) role)</li></ol>			
起码	起碼	<span class="tone3">qǐ</span> <span class="tone3">mǎ</span>	<ol><li>at the minimum; at the very least</li></ol>			
气体	氣體	<span class="tone4">qì</span> <span class="tone3">tǐ</span>	<ol><li>gas (i.e. gaseous substance)</li></ol>			
气象	氣象	<span class="tone4">qì</span> <span class="tone4">xiàng</span>	<ol><li>meteorological feature</li><li>meteorology</li><li>atmosphere</li><li>ambience</li><li>scene</li></ol>	个|個(<span class="tone4">gè</span>)		
签	籤	<span class="tone1">qiān</span>	<ol><li>inscribed bamboo stick (used in divination, gambling, drawing lots etc)</li><li>small wood sliver</li><li>label</li><li>tag</li></ol>			<span class="nobr">千</span>
签	簽	<span class="tone1">qiān</span>	<ol><li>to sign one's name</li><li>to write brief comments on a document</li><li>inscribed bamboo stick (variant of 籤｜签)</li><li>visa</li></ol>			<span class="nobr">千</span>
签	籖	<span class="tone1">qiān</span>	<ol><li>Japanese variant of 籤｜签</li></ol>			<span class="nobr">千</span>
签订	簽訂	<span class="tone1">qiān</span> <span class="tone4">dìng</span>	<ol><li>to agree to and sign (a treaty etc)</li></ol>			
签名	簽名	<span class="tone1">qiān</span> <span class="tone2">míng</span>	<ol><li>to sign (one's name with a pen etc)</li><li>to autograph</li><li>signature</li></ol>			
签约	簽約	<span class="tone1">qiān</span> <span class="tone1">yuē</span>	<ol><li>to sign a contract or agreement</li></ol>			
签证	簽證	<span class="tone1">qiān</span> <span class="tone4">zhèng</span>	<ol><li>visa</li><li>to issue a visa</li></ol>			
签字	簽字	<span class="tone1">qiān</span> <span class="tone4">zì</span>	<ol><li>to sign (one's name)</li><li>signature</li></ol>			
前景		<span class="tone2">qián</span> <span class="tone3">jǐng</span>	<ol><li>foreground</li><li>vista</li><li>(future) prospects</li><li>perspective</li></ol>			
前提		<span class="tone2">qián</span> <span class="tone2">tí</span>	<ol><li>premise</li><li>precondition</li><li>prerequisite</li></ol>			
欠		<span class="tone4">qiàn</span>	<ol><li>to owe</li><li>to lack</li><li>(literary) to be deficient in</li><li>(bound form) yawn</li><li>to raise slightly (a part of one's body)</li></ol>			
枪	槍	<span class="tone1">qiāng</span>	<ol><li>gun</li><li>firearm</li><li>rifle</li><li>spear</li><li>thing with shape or function similar to a gun</li><li>to substitute for another person in a test</li><li>to knock</li><li>classifier for rifle shots</li></ol>	支(<span class="tone1">zhī</span>), 把(<span class="tone3">bǎ</span>), 杆|桿(<span class="tone3">gǎn</span>), 条|條(<span class="tone2">tiáo</span>), 枝(<span class="tone1">zhī</span>)		<span class="nobr">将</span>
枪	鎗	<span class="tone1">qiāng</span>	<ol><li>rifle</li><li>spear</li></ol>			<span class="nobr">将</span>
枪	槍	<span class="tone1">Qiāng</span>	<ol><li>surname Qiang</li></ol>			
强度	強度	<span class="tone2">qiáng</span> <span class="tone4">dù</span>	<ol><li>strength</li><li>intensity</li></ol>	个|個(<span class="tone4">gè</span>)		
墙壁	牆壁	<span class="tone2">qiáng</span> <span class="tone4">bì</span>	<ol><li>wall</li></ol>			
抢	搶	<span class="tone3">qiǎng</span>	<ol><li>to fight over</li><li>to rush</li><li>to scramble</li><li>to grab</li><li>to rob</li><li>to snatch</li></ol>			<span class="nobr">强</span>
抢	搶	<span class="tone1">qiāng</span>	<ol><li>(literary) to knock against (esp. to knock one's head on the ground in grief or rage)</li><li>opposite in direction; contrary</li></ol>			<span class="nobr">将</span> <span class="nobr">枪</span>
抢救	搶救	<span class="tone3">qiǎng</span> <span class="tone4">jiù</span>	<ol><li>to rescue</li></ol>			
强迫	強迫	<span class="tone3">qiǎng</span> <span class="tone4">pò</span>	<ol><li>to compel</li><li>to force</li></ol>			
悄悄		<span class="tone1">qiāo</span> <span class="tone1">qiāo</span>	<ol><li>quiet; making little or no noise</li><li>surreptitious; stealthy</li><li>anxious; worried</li></ol>		<span class="tone3">qiǎo</span> <span class="tone3">qiǎo</span>	
敲		<span class="tone1">qiāo</span>	<ol><li>to hit</li><li>to strike</li><li>to tap</li><li>to rap</li><li>to knock</li><li>to rip sb off</li><li>to overcharge</li></ol>			
敲门	敲門	<span class="tone1">qiāo</span> <span class="tone2">mén</span>	<ol><li>to knock on a door</li></ol>			
瞧		<span class="tone2">qiáo</span>	<ol><li>to look at</li><li>to see</li><li>to see (a doctor)</li><li>to visit</li></ol>			<span class="nobr">桥</span>
琴		<span class="tone2">qín</span>	<ol><li>guqin 古琴 (a type of zither)</li><li>musical instrument in general</li></ol>			
勤奋	勤奮	<span class="tone2">qín</span> <span class="tone4">fèn</span>	<ol><li>hardworking</li><li>diligent</li></ol>			
青		<span class="tone1">qīng</span>	<ol><li>green</li><li>blue</li><li>black</li><li>youth</li><li>young (of people)</li></ol>			<span class="nobr">轻</span>
清晨		<span class="tone1">qīng</span> <span class="tone2">chén</span>	<ol><li>early morning</li></ol>			
清理		<span class="tone1">qīng</span> <span class="tone3">lǐ</span>	<ol><li>to clear up</li><li>to tidy up</li><li>to dispose of</li></ol>			
情节	情節	<span class="tone2">qíng</span> <span class="tone2">jié</span>	<ol><li>circumstances</li><li>plot; storyline</li></ol>			
情形		<span class="tone2">qíng</span> <span class="tone5">xing</span>	<ol><li>circumstances</li><li>situation</li></ol>	个|個(<span class="tone4">gè</span>)		
晴朗		<span class="tone2">qíng</span> <span class="tone3">lǎng</span>	<ol><li>sunny and cloudless</li></ol>			
区域	區域	<span class="tone1">qū</span> <span class="tone4">yù</span>	<ol><li>area</li><li>region</li><li>district</li></ol>			
全都		<span class="tone2">quán</span> <span class="tone1">dōu</span>	<ol><li>all</li><li>without exception</li></ol>			
全世界		<span class="tone2">quán</span> <span class="tone4">shì</span> <span class="tone4">jiè</span>	<ol><li>worldwide</li><li>entire world</li></ol>			
泉		<span class="tone2">quán</span>	<ol><li>spring (small stream)</li><li>mouth of a spring</li><li>coin (archaic)</li></ol>			<span class="nobr">全</span>
劝	勸	<span class="tone4">quàn</span>	<ol><li>to advise</li><li>to urge</li><li>to try to persuade</li><li>to exhort</li><li>to console</li><li>to soothe</li></ol>			
缺乏		<span class="tone1">quē</span> <span class="tone2">fá</span>	<ol><li>to lack; to be short of</li></ol>			
确立	確立	<span class="tone4">què</span> <span class="tone4">lì</span>	<ol><li>to establish</li><li>to institute</li></ol>			
群体	群體	<span class="tone2">qún</span> <span class="tone3">tǐ</span>	<ol><li>community</li><li>colony</li></ol>			
群众	群眾	<span class="tone2">qún</span> <span class="tone4">zhòng</span>	<ol><li>mass</li><li>multitude</li><li>the masses</li></ol>			
染		<span class="tone3">rǎn</span>	<ol><li>to dye</li><li>to catch (a disease)</li><li>to acquire (bad habits etc)</li><li>to contaminate</li><li>to add color washes to a painting</li></ol>			
绕	繞	<span class="tone4">rào</span>	<ol><li>to wind</li><li>to coil (thread)</li><li>to rotate around</li><li>to spiral</li><li>to move around</li><li>to go round (an obstacle)</li><li>to by-pass</li><li>to make a detour</li><li>to confuse</li><li>to perplex</li></ol>			
绕	遶	<span class="tone4">rào</span>	<ol><li>to spiral</li><li>to move around</li><li>to go round (an obstacle)</li><li>to by-pass</li><li>to make a detour</li></ol>			
热量	熱量	<span class="tone4">rè</span> <span class="tone4">liàng</span>	<ol><li>heat</li><li>quantity of heat</li><li>calorific value</li></ol>			
热门	熱門	<span class="tone4">rè</span> <span class="tone2">mén</span>	<ol><li>popular; hot; in vogue</li></ol>			
人间	人間	<span class="tone2">rén</span> <span class="tone1">jiān</span>	<ol><li>the human world</li><li>the earth</li></ol>			
人力		<span class="tone2">rén</span> <span class="tone4">lì</span>	<ol><li>manpower</li><li>labor power</li></ol>			
人士		<span class="tone2">rén</span> <span class="tone4">shì</span>	<ol><li>person</li><li>figure</li><li>public figure</li></ol>			
人物		<span class="tone2">rén</span> <span class="tone4">wù</span>	<ol><li>person; personage; figure (esp. sb of importance)</li><li>character (in a play, novel etc)</li><li>figure painting (as a genre of traditional Chinese painting)</li></ol>			
忍		<span class="tone3">rěn</span>	<ol><li>to bear</li><li>to endure</li><li>to tolerate</li><li>to restrain oneself</li></ol>			
忍不住		<span class="tone3">rěn</span> <span class="tone5">bu</span> <span class="tone4">zhù</span>	<ol><li>cannot help</li><li>unable to bear</li></ol>			
忍受		<span class="tone3">rěn</span> <span class="tone4">shòu</span>	<ol><li>to bear; to endure</li></ol>			
认	認	<span class="tone4">rèn</span>	<ol><li>to recognize</li><li>to know</li><li>to admit</li></ol>			<span class="nobr">任</span>
认定	認定	<span class="tone4">rèn</span> <span class="tone4">dìng</span>	<ol><li>to maintain (that sth is true)</li><li>to determine (a fact)</li><li>determination (of an amount)</li><li>of the firm opinion</li><li>to believe firmly</li><li>to set one's mind on</li><li>to identify with</li></ol>			
扔		<span class="tone1">rēng</span>	<ol><li>to throw</li><li>to throw away</li></ol>			
仍旧	仍舊	<span class="tone2">réng</span> <span class="tone4">jiù</span>	<ol><li>still (remaining)</li><li>to remain (the same)</li><li>yet</li></ol>			
如此		<span class="tone2">rú</span> <span class="tone3">cǐ</span>	<ol><li>like this; so; such</li></ol>			
如同		<span class="tone2">rú</span> <span class="tone2">tóng</span>	<ol><li>like</li><li>as</li></ol>			
如下		<span class="tone2">rú</span> <span class="tone4">xià</span>	<ol><li>as follows</li></ol>			
入门	入門	<span class="tone4">rù</span> <span class="tone2">mén</span>	<ol><li>entrance door</li><li>to enter a door</li><li>introduction (to a subject)</li><li>to learn the basics of a subject</li></ol>			
软	軟	<span class="tone3">ruǎn</span>	<ol><li>soft</li><li>flexible</li></ol>			
软件	軟件	<span class="tone3">ruǎn</span> <span class="tone4">jiàn</span>	<ol><li>(computer) software</li></ol>			
洒	灑	<span class="tone3">sǎ</span>	<ol><li>to sprinkle</li><li>to spray</li><li>to spill</li><li>to shed</li></ol>			
散文		<span class="tone3">sǎn</span> <span class="tone2">wén</span>	<ol><li>prose</li><li>essay</li></ol>			
杀	殺	<span class="tone1">shā</span>	<ol><li>to kill; to slay; to murder; to attack</li><li>to weaken; to reduce</li><li>(dialect) to smart</li><li>(used after a verb) extremely</li></ol>			
杀毒	殺毒	<span class="tone1">shā</span> <span class="tone2">dú</span>	<ol><li>to disinfect</li><li>(computing) to destroy a computer virus</li></ol>			
沙漠		<span class="tone1">shā</span> <span class="tone4">mò</span>	<ol><li>desert</li></ol>	个|個(<span class="tone4">gè</span>)		
傻		<span class="tone3">shǎ</span>	<ol><li>foolish</li></ol>			
山区	山區	<span class="tone1">shān</span> <span class="tone1">qū</span>	<ol><li>mountain area</li></ol>	个|個(<span class="tone4">gè</span>)		
扇		<span class="tone1">shān</span>	<ol><li>to fan</li><li>to slap sb on the face</li></ol>			
扇		<span class="tone4">shàn</span>	<ol><li>fan</li><li>sliding, hinged or detachable flat part of sth</li><li>classifier for doors, windows etc</li></ol>			
扇子		<span class="tone4">shàn</span> <span class="tone5">zi</span>	<ol><li>fan</li></ol>	把(<span class="tone3">bǎ</span>)		
商标	商標	<span class="tone1">shāng</span> <span class="tone1">biāo</span>	<ol><li>trademark</li><li>logo</li></ol>			
上级	上級	<span class="tone4">shàng</span> <span class="tone2">jí</span>	<ol><li>higher authorities</li><li>superiors</li></ol>	个|個(<span class="tone4">gè</span>)		
上下		<span class="tone4">shàng</span> <span class="tone4">xià</span>	<ol><li>up and down</li><li>top and bottom</li><li>old and young</li><li>length</li><li>about</li></ol>			
上涨	上漲	<span class="tone4">shàng</span> <span class="tone3">zhǎng</span>	<ol><li>to rise</li><li>to go up</li></ol>			
稍		<span class="tone1">shāo</span>	<ol><li>somewhat</li><li>a little</li></ol>			<span class="nobr">烧</span>
稍		<span class="tone4">shào</span>	<ol><li>see 稍息</li></ol>			
稍微		<span class="tone1">shāo</span> <span class="tone1">wēi</span>	<ol><li>a little bit</li></ol>			
蛇		<span class="tone2">shé</span>	<ol><li>snake</li><li>serpent</li></ol>	条|條(<span class="tone2">tiáo</span>)		<span class="nobr">折</span>
舍不得	捨不得	<span class="tone3">shě</span> <span class="tone5">bu</span> <span class="tone5">de</span>	<ol><li>to hate to do sth</li><li>to hate to part with</li><li>to begrudge</li></ol>			
舍得	捨得	<span class="tone3">shě</span> <span class="tone5">de</span>	<ol><li>to be willing to part with sth</li></ol>			
设想	設想	<span class="tone4">shè</span> <span class="tone3">xiǎng</span>	<ol><li>to imagine</li><li>to assume</li><li>to envisage</li><li>tentative plan</li><li>to have consideration for</li></ol>			
社		<span class="tone4">shè</span>	<ol><li>(bound form) society; organization; agency</li><li>(old) god of the land</li></ol>			
社区	社區	<span class="tone4">shè</span> <span class="tone1">qū</span>	<ol><li>community</li><li>neighborhood</li></ol>			
射		<span class="tone4">shè</span>	<ol><li>to shoot</li><li>to launch</li><li>to allude to</li><li>radio- (chemistry)</li></ol>			<span class="nobr">社</span>
射	䠶	<span class="tone4">shè</span>	<ol><li>old variant of 射</li></ol>			<span class="nobr">社</span>
射击	射擊	<span class="tone4">shè</span> <span class="tone1">jī</span>	<ol><li>to shoot; to fire (a gun)</li></ol>			
摄像	攝像	<span class="tone4">shè</span> <span class="tone4">xiàng</span>	<ol><li>to videotape</li></ol>			
摄像机	攝像機	<span class="tone4">shè</span> <span class="tone4">xiàng</span> <span class="tone1">jī</span>	<ol><li>video camera</li></ol>	部(<span class="tone4">bù</span>)		
摄影	攝影	<span class="tone4">shè</span> <span class="tone3">yǐng</span>	<ol><li>to take a photograph</li><li>photography</li><li>to shoot (a movie)</li></ol>			
摄影师	攝影師	<span class="tone4">shèyǐngshī</span>	<ol><li>photographer; cinematographer; cameraman</li></ol>			
伸		<span class="tone1">shēn</span>	<ol><li>to stretch</li><li>to extend</li></ol>			<span class="nobr">深</span>
深处	深處	<span class="tone1">shēn</span> <span class="tone4">chù</span>	<ol><li>abyss</li><li>depths</li><li>deepest or most distant part</li></ol>			
深度		<span class="tone1">shēn</span> <span class="tone4">dù</span>	<ol><li>depth</li><li>(of a speech etc) profundity</li><li>advanced stage of development</li></ol>			
神		<span class="tone2">shén</span>	<ol><li>god; deity</li><li>supernatural; magical; mysterious</li><li>spirit; mind; energy</li><li>lively; expressive</li><li>look; expression</li><li>(coll.) awesome; amazing</li></ol>			
神		<span class="tone2">Shén</span>	<ol><li>God</li></ol>			
神经	神經	<span class="tone2">shén</span> <span class="tone1">jīng</span>	<ol><li>nerve</li><li>mental state</li><li>(coll.) unhinged</li><li>nutjob</li></ol>			
神奇		<span class="tone2">shén</span> <span class="tone2">qí</span>	<ol><li>magical</li><li>mystical</li><li>miraculous</li></ol>			
神情		<span class="tone2">shén</span> <span class="tone2">qíng</span>	<ol><li>look; expression</li></ol>			
升高		<span class="tone1">shēng</span> <span class="tone1">gāo</span>	<ol><li>to raise</li><li>to ascend</li></ol>			
生成		<span class="tone1">shēng</span> <span class="tone2">chéng</span>	<ol><li>to generate; to produce; to form; to be formed; to come into being</li><li>to be born with; to be blessed with</li></ol>			
声	聲	<span class="tone1">shēng</span>	<ol><li>sound</li><li>voice</li><li>tone</li><li>noise</li><li>reputation</li><li>classifier for sounds</li></ol>			<span class="nobr">升</span> <span class="nobr">生</span>
胜负	勝負	<span class="tone4">shèng</span> <span class="tone4">fù</span>	<ol><li>victory or defeat</li><li>the outcome of a battle</li></ol>			
剩		<span class="tone4">shèng</span>	<ol><li>to remain</li><li>to be left</li><li>to have as remainder</li></ol>			<span class="nobr">乘</span> <span class="nobr">胜</span>
剩下		<span class="tone4">shèng</span> <span class="tone4">xià</span>	<ol><li>to remain; to be left over</li></ol>			
失误	失誤	<span class="tone1">shī</span> <span class="tone4">wù</span>	<ol><li>lapse</li><li>mistake</li><li>to make a mistake</li><li>fault</li><li>service fault (in volleyball, tennis etc)</li></ol>			
师傅	師傅	<span class="tone1">shī</span> <span class="tone5">fu</span>	<ol><li>master</li><li>qualified worker</li><li>respectful form of address for older men</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>)		
诗歌	詩歌	<span class="tone1">shī</span> <span class="tone1">gē</span>	<ol><li>poem</li></ol>	本(<span class="tone3">běn</span>), 首(<span class="tone3">shǒu</span>), 段(<span class="tone4">duàn</span>)		
十足		<span class="tone2">shí</span> <span class="tone2">zú</span>	<ol><li>ample</li><li>complete</li><li>hundred percent</li><li>a pure shade (of some color)</li></ol>			
时常	時常	<span class="tone2">shí</span> <span class="tone2">cháng</span>	<ol><li>often</li><li>frequently</li></ol>			
时光	時光	<span class="tone2">shí</span> <span class="tone1">guāng</span>	<ol><li>time</li><li>era</li><li>period of time</li></ol>			
时机	時機	<span class="tone2">shí</span> <span class="tone1">jī</span>	<ol><li>opportunity; opportune moment</li></ol>			
时事	時事	<span class="tone2">shí</span> <span class="tone4">shì</span>	<ol><li>current trends; the present situation; how things are going</li></ol>			
实惠	實惠	<span class="tone2">shí</span> <span class="tone4">huì</span>	<ol><li>tangible benefit</li><li>material advantages</li><li>cheap</li><li>economical</li><li>advantageous (deal)</li><li>substantial (discount)</li></ol>			
拾		<span class="tone2">shí</span>	<ol><li>to pick up</li><li>to collate or arrange</li><li>ten (banker's anti-fraud numeral)</li></ol>			<span class="nobr">时</span>
拾		<span class="tone4">shè</span>	<ol><li>to ascend in light steps</li></ol>			<span class="nobr">射</span> <span class="nobr">社</span>
使得		<span class="tone3">shǐ</span> <span class="tone5">de</span>	<ol><li>usable; serviceable</li><li>feasible; workable; doable</li><li>to make; to cause; to bring about</li></ol>			
示范	示範	<span class="tone4">shì</span> <span class="tone4">fàn</span>	<ol><li>to demonstrate</li><li>to show how to do sth</li><li>demonstration</li><li>a model example</li></ol>			
式		<span class="tone4">shì</span>	<ol><li>type</li><li>form</li><li>pattern</li><li>style</li></ol>			<span class="nobr">室</span> <span class="nobr">市</span>
势力	勢力	<span class="tone4">shì</span> <span class="tone5">li</span>	<ol><li>power</li><li>influence</li><li>a force (military, political etc)</li></ol>			
试图	試圖	<span class="tone4">shì</span> <span class="tone2">tú</span>	<ol><li>to attempt</li><li>to try</li></ol>			
视频	視頻	<span class="tone4">shì</span> <span class="tone2">pín</span>	<ol><li>video</li></ol>			
视为	視為	<span class="tone4">shì</span> <span class="tone2">wéi</span>	<ol><li>to view as</li><li>to see as</li><li>to consider to be</li><li>to deem</li></ol>			
收购	收購	<span class="tone1">shōu</span> <span class="tone4">gòu</span>	<ol><li>to buy; to purchase; to procure</li></ol>			
