#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
星期		<span class="tone1">xīng</span> <span class="tone1">qī</span>	<ol><li>week</li><li>day of the week</li><li>Sunday</li></ol>	个|個(<span class="tone4">gè</span>)		
星期日		<span class="tone1">Xīng</span> <span class="tone1">qī</span> <span class="tone4">rì</span>	<ol><li>Sunday</li></ol>	个|個(<span class="tone4">gè</span>)		
星期天		<span class="tone1">Xīng</span> <span class="tone1">qī</span> <span class="tone1">tiān</span>	<ol><li>Sunday</li></ol>	个|個(<span class="tone4">gè</span>)		
休息		<span class="tone1">xiū</span> <span class="tone5">xi</span>	<ol><li>rest</li><li>to rest</li></ol>			
学	學	<span class="tone2">xué</span>	<ol><li>to learn</li><li>to study</li><li>to imitate</li><li>science</li><li>-ology</li></ol>			
学生	學生	<span class="tone2">xué</span> <span class="tone5">sheng</span>	<ol><li>student</li><li>schoolchild</li></ol>			
学习	學習	<span class="tone2">xué</span> <span class="tone2">xí</span>	<ol><li>to learn</li><li>to study</li></ol>			
学校	學校	<span class="tone2">xué</span> <span class="tone4">xiào</span>	<ol><li>school</li></ol>	所(<span class="tone3">suǒ</span>)		
学院	學院	<span class="tone2">xué</span> <span class="tone4">yuàn</span>	<ol><li>college</li><li>educational institute</li><li>school</li><li>faculty</li></ol>	所(<span class="tone3">suǒ</span>)		
爷爷	爺爺	<span class="tone2">yé</span> <span class="tone5">ye</span>	<ol><li>(coll.) father's father</li><li>paternal grandfather</li></ol>	个|個(<span class="tone4">gè</span>)		
也		<span class="tone3">yě</span>	<ol><li>(adverb) also; both ... and ... (before predicates only)</li><li>(literary) particle having functions similar to 啊</li></ol>			<span class="nobr">野</span>
也		<span class="tone3">Yě</span>	<ol><li>surname Ye</li></ol>			
页	頁	<span class="tone4">yè</span>	<ol><li>page</li><li>leaf</li></ol>			<span class="nobr">业</span> <span class="nobr">咽</span> <span class="nobr">夜</span> <span class="nobr">拽</span>
页	頁	<span class="tone2">xié</span>	<ol><li>head</li></ol>			<span class="nobr">斜</span> <span class="nobr">邪</span> <span class="nobr">鞋</span>
一		<span class="tone1">yī</span>	<ol><li>one</li><li>single</li><li>a (article)</li><li>as soon as</li><li>entire; whole; all; throughout</li><li>"one" radical in Chinese characters (Kangxi radical 1)</li><li>also pr. [yao1] for greater clarity when spelling out numbers digit by digit</li></ol>			<span class="nobr">依</span>
衣服		<span class="tone1">yī</span> <span class="tone5">fu</span>	<ol><li>clothes</li></ol>	件(<span class="tone4">jiàn</span>), 套(<span class="tone4">tào</span>)		
医生	醫生	<span class="tone1">yī</span> <span class="tone1">shēng</span>	<ol><li>doctor</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>), 名(<span class="tone2">míng</span>)		<span class="nobr">一生</span>
医院	醫院	<span class="tone1">yī</span> <span class="tone4">yuàn</span>	<ol><li>hospital</li></ol>	所(<span class="tone3">suǒ</span>), 家(<span class="tone1">jiā</span>), 座(<span class="tone4">zuò</span>)		
一半		<span class="tone1">yī</span> <span class="tone4">bàn</span>	<ol><li>half</li></ol>			
一块儿	一塊兒	<span class="tone1">yī</span> <span class="tone4">kuàir</span>	<ol><li>erhua variant of 一塊｜一块</li></ol>			
一样	一樣	<span class="tone1">yī</span> <span class="tone4">yàng</span>	<ol><li>same</li><li>like</li><li>equal to</li><li>the same as</li><li>just like</li></ol>			
一边	一邊	<span class="tone1">yī</span> <span class="tone1">biān</span>	<ol><li>one side</li><li>either side</li><li>on the one hand</li><li>on the other hand</li><li>doing while</li></ol>			
一点儿	一點兒	<span class="tone1">yī</span> <span class="tone3">diǎnr</span>	<ol><li>erhua variant of 一點｜一点</li></ol>			
一起		<span class="tone1">yī</span> <span class="tone3">qǐ</span>	<ol><li>in the same place</li><li>together</li><li>with</li><li>altogether (in total)</li></ol>			
一些		<span class="tone1">yī</span> <span class="tone1">xiē</span>	<ol><li>some</li><li>a few</li><li>a little</li><li>(following an adjective) slightly ...er</li></ol>			
用		<span class="tone4">yòng</span>	<ol><li>to use</li><li>to employ</li><li>to have to</li><li>to eat or drink</li><li>expense or outlay</li><li>usefulness</li><li>hence</li><li>therefore</li></ol>			
有		<span class="tone3">yǒu</span>	<ol><li>to have; there is</li><li>(bound form) having; with; -ful; -ed; -al (as in 有意 intentional)</li></ol>			
有的		<span class="tone3">yǒu</span> <span class="tone5">de</span>	<ol><li>(there are) some (who are...)</li><li>some (exist)</li></ol>			
有名		<span class="tone3">yǒu</span> <span class="tone2">míng</span>	<ol><li>famous</li><li>well-known</li></ol>			
有时候	有時候	<span class="tone3">yǒu</span> <span class="tone2">shí</span> <span class="tone5">hou</span>	<ol><li>sometimes</li></ol>			
有时	有時	<span class="tone3">yǒu</span> <span class="tone2">shí</span>	<ol><li>sometimes</li><li>now and then</li></ol>			
有些		<span class="tone3">yǒu</span> <span class="tone1">xiē</span>	<ol><li>some</li><li>somewhat</li></ol>			
有用		<span class="tone3">yǒu</span> <span class="tone4">yòng</span>	<ol><li>useful</li></ol>			
右		<span class="tone4">yòu</span>	<ol><li>(bound form) right; right-hand side</li><li>(bound form) (politics) right of center</li><li>(bound form) (old) west</li><li>(literary) the right side as the side of precedence</li></ol>			<span class="nobr">又</span>
右边	右邊	<span class="tone4">yòu</span> <span class="tone5">bian</span>	<ol><li>right side</li><li>right, to the right</li></ol>			
雨		<span class="tone3">yǔ</span>	<ol><li>rain</li></ol>	阵|陣(<span class="tone4">zhèn</span>), 场|場(<span class="tone2">cháng</span>)		<span class="nobr">与</span>
雨		<span class="tone4">yù</span>	<ol><li>(literary) to rain</li><li>(of rain, snow etc) to fall</li><li>to precipitate</li><li>to wet</li></ol>			<span class="nobr">与</span> <span class="nobr">玉</span> <span class="nobr">粥</span> <span class="nobr">遇</span>
元		<span class="tone2">yuán</span>	<ol><li>currency unit (esp. Chinese yuan)</li><li>(bound form) first; original; primary</li><li>(bound form) basic; fundamental</li><li>(bound form) constituent; part</li><li>(prefix) meta-</li><li>(math.) argument; variable</li><li>era (of a reign)</li><li>(Tw) (geology) eon</li></ol>			<span class="nobr">原</span> <span class="nobr">员</span> <span class="nobr">园</span> <span class="nobr">圆</span>
元		<span class="tone2">Yuán</span>	<ol><li>surname Yuan</li><li>Yuan dynasty (1279-1368)</li></ol>			<span class="nobr">原</span> <span class="nobr">园</span>
远	遠	<span class="tone3">yuǎn</span>	<ol><li>far</li><li>distant</li><li>remote</li><li>(intensifier in a comparison) by far</li><li>much (lower etc)</li></ol>			
远	遠	<span class="tone4">yuàn</span>	<ol><li>to distance oneself from (classical)</li></ol>			<span class="nobr">怨</span> <span class="nobr">愿</span> <span class="nobr">院</span>
月		<span class="tone4">yuè</span>	<ol><li>moon</li><li>month</li><li>monthly</li></ol>	个|個(<span class="tone4">gè</span>), 轮|輪(<span class="tone2">lún</span>)		<span class="nobr">乐</span> <span class="nobr">越</span>
再		<span class="tone4">zài</span>	<ol><li>again; once more; re-</li><li>second; another</li><li>then (after sth, and not until then)</li><li>no matter how ... (followed by an adjective or verb, and then (usually) 也 or 都 for emphasis)</li></ol>			
再见	再見	<span class="tone4">zài</span> <span class="tone4">jiàn</span>	<ol><li>goodbye</li><li>see you again later</li></ol>			
在		<span class="tone4">zài</span>	<ol><li>to exist; to be alive</li><li>(of sb or sth) to be (located) at</li><li>(used before a verb to indicate an action in progress)</li></ol>			<span class="nobr">再</span>
在家		<span class="tone4">zàijiā</span>	<ol><li>to be at home</li><li>(at a workplace) to be in (as opposed to being away on official business 出差)</li><li>(Buddhism etc) to remain a layman (as opposed to becoming a monk or a nun 出家)</li></ol>			
早		<span class="tone3">zǎo</span>	<ol><li>early</li><li>morning</li><li>Good morning!</li><li>long ago</li><li>prematurely</li></ol>			<span class="nobr">枣</span>
早饭	早飯	<span class="tone3">zǎo</span> <span class="tone4">fàn</span>	<ol><li>breakfast</li></ol>	份(<span class="tone4">fèn</span>), 顿|頓(<span class="tone4">dùn</span>), 次(<span class="tone4">cì</span>), 餐(<span class="tone1">cān</span>)		
早上		<span class="tone3">zǎo</span> <span class="tone5">shang</span>	<ol><li>early morning</li></ol>	个|個(<span class="tone4">gè</span>)		
怎么	怎麼	<span class="tone3">zěn</span> <span class="tone5">me</span>	<ol><li>how?</li><li>what?</li><li>why?</li></ol>			
找		<span class="tone3">zhǎo</span>	<ol><li>to try to find</li><li>to look for</li><li>to call on sb</li><li>to find</li><li>to seek</li><li>to return</li><li>to give change</li></ol>			
找到		<span class="tone3">zhǎo</span> <span class="tone4">dào</span>	<ol><li>to find</li></ol>			
这	這	<span class="tone4">zhè</span>	<ol><li>(pronoun) this; these</li><li>(bound form) this; the (followed by a noun)</li><li>(bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhei4], esp. in Beijing)</li></ol>			
这边	這邊	<span class="tone4">zhè</span> <span class="tone1">biān</span>	<ol><li>this side</li><li>here</li></ol>			
这里	這裡	<span class="tone4">zhè</span> <span class="tone3">lǐ</span>	<ol><li>here</li></ol>			
这儿	這兒	<span class="tone4">zhèr</span>	<ol><li>here</li></ol>			
这些	這些	<span class="tone4">zhè</span> <span class="tone1">xiē</span>	<ol><li>these</li></ol>			
真		<span class="tone1">zhēn</span>	<ol><li>really</li><li>truly</li><li>indeed</li><li>real</li><li>true</li><li>genuine</li></ol>			<span class="nobr">针</span>
真的		<span class="tone1">zhēn</span> <span class="tone5">de</span>	<ol><li>really; truly; indeed</li><li>real; true; genuine</li><li>(math.) proper</li></ol>			
正在		<span class="tone4">zhèng</span> <span class="tone4">zài</span>	<ol><li>just at (that time)</li><li>right in (that place)</li><li>right in the middle of (doing sth)</li></ol>			
知道		<span class="tone1">zhī</span> <span class="tone4">dào</span>	<ol><li>to know; to become aware of</li><li>also pr. [zhi1 dao5]</li></ol>			
知识	知識	<span class="tone1">zhī</span> <span class="tone5">shi</span>	<ol><li>knowledge</li><li>intellectual</li></ol>	门|門(<span class="tone2">mén</span>)		
中		<span class="tone1">zhōng</span>	<ol><li>within; among; in</li><li>middle; center</li><li>while (doing sth); during</li><li>(dialect) OK; all right</li></ol>			<span class="nobr">钟</span>
中		<span class="tone1">Zhōng</span>	<ol><li>(bound form) China; Chinese</li><li>surname Zhong</li></ol>			<span class="nobr">钟</span>
中		<span class="tone4">zhòng</span>	<ol><li>to hit (the mark)</li><li>to be hit by</li><li>to suffer</li><li>to win (a prize, a lottery)</li></ol>			<span class="nobr">种</span> <span class="nobr">重</span>
中国	中國	<span class="tone1">Zhōng</span> <span class="tone2">guó</span>	<ol><li>China</li></ol>			
中间	中間	<span class="tone1">zhōng</span> <span class="tone1">jiān</span>	<ol><li>the middle; the inside</li><li>in the middle; within; between; among</li><li>during; in the meantime</li></ol>			
中文		<span class="tone1">Zhōng</span> <span class="tone2">wén</span>	<ol><li>Chinese language</li></ol>			
中午		<span class="tone1">zhōng</span> <span class="tone3">wǔ</span>	<ol><li>noon</li><li>midday</li></ol>	个|個(<span class="tone4">gè</span>)		
中学	中學	<span class="tone1">zhōng</span> <span class="tone2">xué</span>	<ol><li>middle school</li></ol>	个|個(<span class="tone4">gè</span>)		
中学生	中學生	<span class="tone1">zhōng</span> <span class="tone2">xué</span> <span class="tone1">shēng</span>	<ol><li>middle-school student</li><li>high school student</li></ol>			
重要		<span class="tone4">zhòng</span> <span class="tone4">yào</span>	<ol><li>important; significant; major</li></ol>			
住		<span class="tone4">zhù</span>	<ol><li>to live</li><li>to dwell</li><li>to stay</li><li>to reside</li><li>to stop</li><li>(suffix indicating firmness, steadiness, or coming to a halt)</li></ol>			<span class="nobr">注</span> <span class="nobr">祝</span> <span class="nobr">筑</span> <span class="nobr">驻</span>
准备	準備	<span class="tone3">zhǔn</span> <span class="tone4">bèi</span>	<ol><li>preparation</li><li>to prepare</li><li>to intend</li><li>to be about to</li><li>reserve (fund)</li></ol>			
桌子		<span class="tone1">zhuō</span> <span class="tone5">zi</span>	<ol><li>table</li><li>desk</li></ol>	张|張(<span class="tone1">zhāng</span>), 套(<span class="tone4">tào</span>)		
字		<span class="tone4">zì</span>	<ol><li>letter</li><li>symbol</li><li>character</li><li>word</li><li>courtesy or style name traditionally given to males aged 20 in dynastic China</li></ol>	个|個(<span class="tone4">gè</span>)		<span class="nobr">自</span>
子		<span class="tone5">zi</span>	<ol><li>(noun suffix)</li></ol>			
子		<span class="tone3">zǐ</span>	<ol><li>son</li><li>child</li><li>seed</li><li>egg</li><li>small thing</li><li>1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the rat</li><li>viscount, fourth of five orders of nobility 五等爵位</li><li>ancient Chinese compass point: 0° (north)</li><li>subsidiary; subordinate; (prefix) sub-</li></ol>			<span class="nobr">紫</span>
走		<span class="tone3">zǒu</span>	<ol><li>to walk</li><li>to go</li><li>to run</li><li>to move (of vehicle)</li><li>to visit</li><li>to leave</li><li>to go away</li><li>to die (euph.)</li><li>from</li><li>through</li><li>away (in compound verbs, such as 撤走)</li><li>to change (shape, form, meaning)</li></ol>			
走路		<span class="tone3">zǒu</span> <span class="tone4">lù</span>	<ol><li>to walk</li><li>to go on foot</li></ol>			
最		<span class="tone4">zuì</span>	<ol><li>most</li><li>the most</li><li>-est (superlative suffix)</li></ol>			<span class="nobr">罪</span> <span class="nobr">醉</span>
最	冣	<span class="tone4">zuì</span>	<ol><li>old variant of 最</li></ol>			<span class="nobr">罪</span> <span class="nobr">醉</span>
最好		<span class="tone4">zuì</span> <span class="tone3">hǎo</span>	<ol><li>best</li><li>had better ...; it would be best to ...</li></ol>			
最后	最後	<span class="tone4">zuì</span> <span class="tone4">hòu</span>	<ol><li>final</li><li>last</li><li>finally</li><li>ultimate</li></ol>			
昨天		<span class="tone2">zuó</span> <span class="tone1">tiān</span>	<ol><li>yesterday</li></ol>			
左		<span class="tone3">zuǒ</span>	<ol><li>left</li><li>the Left (politics)</li><li>east</li><li>unorthodox</li><li>queer</li><li>wrong</li><li>differing</li><li>opposite</li></ol>			
左		<span class="tone3">Zuǒ</span>	<ol><li>surname Zuo</li></ol>			
左边	左邊	<span class="tone3">zuǒ</span> <span class="tone5">bian</span>	<ol><li>left</li><li>the left side</li><li>to the left of</li></ol>			
坐		<span class="tone4">zuò</span>	<ol><li>to sit</li><li>to take a seat</li><li>to take (a bus, airplane etc)</li><li>to bear fruit</li></ol>			<span class="nobr">作</span> <span class="nobr">座</span>
坐		<span class="tone4">Zuò</span>	<ol><li>surname Zuo</li></ol>			
坐下		<span class="tone4">zuò</span> <span class="tone5">xia</span>	<ol><li>to sit down</li></ol>			
做		<span class="tone4">zuò</span>	<ol><li>to make; to produce</li><li>to write; to compose</li><li>to do; to engage in; to hold (a party etc)</li><li>(of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc)</li><li>(of a thing) to serve as; to be used for</li><li>to assume (an air or manner)</li></ol>			<span class="nobr">作</span> <span class="nobr">坐</span> <span class="nobr">座</span>
