#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
秘书	秘書	<span class="tone4">mì</span> <span class="tone1">shū</span>	<ol><li>secretary</li></ol>			
密		<span class="tone4">mì</span>	<ol><li>secret</li><li>confidential</li><li>close</li><li>thick</li><li>dense</li></ol>			
密		<span class="tone4">Mì</span>	<ol><li>surname Mi</li><li>name of an ancient state</li></ol>			
密码	密碼	<span class="tone4">mì</span> <span class="tone3">mǎ</span>	<ol><li>cipher; secret code</li><li>password; PIN</li></ol>			
密切		<span class="tone4">mì</span> <span class="tone4">qiè</span>	<ol><li>close</li><li>familiar</li><li>intimate</li><li>closely (related)</li><li>to foster close ties</li><li>to pay close attention</li></ol>			
免费	免費	<span class="tone3">miǎn</span> <span class="tone4">fèi</span>	<ol><li>free (of charge)</li></ol>			
面临	面臨	<span class="tone4">miàn</span> <span class="tone2">lín</span>	<ol><li>to face sth; to be confronted with</li></ol>			
面试	面試	<span class="tone4">miàn</span> <span class="tone4">shì</span>	<ol><li>to be interviewed (as a candidate)</li><li>interview</li></ol>			
描述		<span class="tone2">miáo</span> <span class="tone4">shù</span>	<ol><li>to describe</li><li>description</li></ol>			
描写	描寫	<span class="tone2">miáo</span> <span class="tone3">xiě</span>	<ol><li>to describe</li><li>to depict</li><li>to portray</li><li>description</li></ol>			
名牌儿	名牌兒	<span class="tone2">míng</span> <span class="tone2">páir</span>	<ol><li>erhua variant of 名牌</li></ol>			
名片		<span class="tone2">míng</span> <span class="tone4">piàn</span>	<ol><li>(business) card</li></ol>			
名人		<span class="tone2">míng</span> <span class="tone2">rén</span>	<ol><li>personage</li><li>celebrity</li></ol>			
摸		<span class="tone1">mō</span>	<ol><li>to feel with the hand</li><li>to touch</li><li>to stroke</li><li>to grope</li><li>to steal</li><li>to abstract</li></ol>			
模特儿	模特兒	<span class="tone2">mó</span> <span class="tone4">tèr</span>	<ol><li>(fashion) model (loanword)</li></ol>			
模型		<span class="tone2">mó</span> <span class="tone2">xíng</span>	<ol><li>model</li><li>mold</li><li>matrix</li><li>pattern</li></ol>			
末		<span class="tone4">mò</span>	<ol><li>tip</li><li>end</li><li>final stage</li><li>latter part</li><li>inessential detail</li><li>powder</li><li>dust</li><li>opera role of old man</li></ol>			<span class="nobr">万</span> <span class="nobr">没</span>
默默		<span class="tone4">mò</span> <span class="tone4">mò</span>	<ol><li>in silence; not speaking</li></ol>			
哪怕		<span class="tone3">nǎ</span> <span class="tone4">pà</span>	<ol><li>even</li><li>even if</li><li>even though</li><li>no matter how</li></ol>			
男女		<span class="tone2">nán</span> <span class="tone3">nǚ</span>	<ol><li>male-female</li><li>male and female</li></ol>			
男士		<span class="tone2">nán</span> <span class="tone4">shì</span>	<ol><li>man</li><li>gentleman</li></ol>			
难免	難免	<span class="tone2">nán</span> <span class="tone3">miǎn</span>	<ol><li>hard to avoid</li><li>difficult to escape from</li><li>will inevitably</li></ol>			
脑袋	腦袋	<span class="tone3">nǎo</span> <span class="tone5">dai</span>	<ol><li>head</li><li>skull</li><li>brains</li><li>mental capability</li></ol>	颗|顆(<span class="tone1">kē</span>), 个|個(<span class="tone4">gè</span>)		
闹	鬧	<span class="tone4">nào</span>	<ol><li>noisy</li><li>cacophonous</li><li>to make noise</li><li>to disturb</li><li>to vent (feelings)</li><li>to fall ill</li><li>to have an attack (of sickness)</li><li>to go in (for some activity)</li><li>to joke</li></ol>			
闹钟	鬧鐘	<span class="tone4">nào</span> <span class="tone1">zhōng</span>	<ol><li>alarm clock</li></ol>			
内部	內部	<span class="tone4">nèi</span> <span class="tone4">bù</span>	<ol><li>interior</li><li>inside (part, section)</li><li>internal</li></ol>			
内科	內科	<span class="tone4">nèi</span> <span class="tone1">kē</span>	<ol><li>internal medicine; general medicine</li></ol>			
能干	能幹	<span class="tone2">néng</span> <span class="tone4">gàn</span>	<ol><li>capable</li><li>competent</li></ol>			
宁静	寧靜	<span class="tone2">níng</span> <span class="tone4">jìng</span>	<ol><li>tranquil</li><li>tranquility</li><li>serenity</li></ol>			
浓	濃	<span class="tone2">nóng</span>	<ol><li>concentrated</li><li>dense</li><li>strong (smell etc)</li></ol>			
女士		<span class="tone3">nǚ</span> <span class="tone4">shì</span>	<ol><li>lady</li><li>madam</li><li>Miss</li><li>Ms</li></ol>	个|個(<span class="tone4">gè</span>), 位(<span class="tone4">wèi</span>)		
暖气	暖氣	<span class="tone3">nuǎn</span> <span class="tone4">qì</span>	<ol><li>central heating</li><li>heater</li><li>warm air</li></ol>			
拍照		<span class="tone1">pāi</span> <span class="tone4">zhào</span>	<ol><li>to take a picture</li></ol>			
排列		<span class="tone2">pái</span> <span class="tone4">liè</span>	<ol><li>to arrange in order</li><li>(math.) permutation</li></ol>			
牌		<span class="tone2">pái</span>	<ol><li>mahjong tile</li><li>playing card</li><li>game pieces</li><li>signboard</li><li>plate</li><li>tablet</li><li>medal</li></ol>	片(<span class="tone4">piàn</span>), 个|個(<span class="tone4">gè</span>), 块|塊(<span class="tone4">kuài</span>)		<span class="nobr">排</span>
盘	盤	<span class="tone2">pán</span>	<ol><li>plate</li><li>dish</li><li>tray</li><li>board</li><li>hard drive (computing)</li><li>to build</li><li>to coil</li><li>to check</li><li>to examine</li><li>to transfer (property)</li><li>to make over</li><li>classifier for food: dish, helping</li><li>to coil</li><li>classifier for coils of wire</li><li>classifier for games of chess</li></ol>			<span class="nobr">胖</span>
盘子	盤子	<span class="tone2">pán</span> <span class="tone5">zi</span>	<ol><li>tray</li><li>plate</li><li>dish</li></ol>	个|個(<span class="tone4">gè</span>)		
胖子		<span class="tone4">pàng</span> <span class="tone5">zi</span>	<ol><li>fat person</li><li>fatty</li></ol>			
培训	培訓	<span class="tone2">péi</span> <span class="tone4">xùn</span>	<ol><li>to cultivate</li><li>to train</li><li>to groom</li><li>training</li></ol>			
培训班	培訓班	<span class="tone2">péi</span> <span class="tone4">xùn</span> <span class="tone1">bān</span>	<ol><li>training class</li></ol>			
培养	培養	<span class="tone2">péi</span> <span class="tone3">yǎng</span>	<ol><li>to cultivate</li><li>to breed</li><li>to foster</li><li>to nurture</li><li>to educate</li><li>to groom (for a position)</li><li>education</li><li>fostering</li><li>culture (biology)</li></ol>			
培育		<span class="tone2">péi</span> <span class="tone4">yù</span>	<ol><li>to train</li><li>to breed</li></ol>			
批		<span class="tone1">pī</span>	<ol><li>to ascertain</li><li>to act on</li><li>to criticize</li><li>to pass on</li><li>classifier for batches, lots, military flights</li><li>tier (for the ranking of universities and colleges)</li></ol>			
片面		<span class="tone4">piàn</span> <span class="tone4">miàn</span>	<ol><li>unilateral</li><li>one-sided</li></ol>			
品质	品質	<span class="tone3">pǐn</span> <span class="tone4">zhì</span>	<ol><li>character</li><li>intrinsic quality (of a person)</li><li>quality (of a product or service, or as in "quality of life", "air quality" etc)</li></ol>			
平方		<span class="tone2">píng</span> <span class="tone1">fāng</span>	<ol><li>square (as in square foot, square mile, square root)</li></ol>			
平静	平靜	<span class="tone2">píng</span> <span class="tone4">jìng</span>	<ol><li>tranquil</li><li>undisturbed</li><li>serene</li></ol>			
平均		<span class="tone2">píng</span> <span class="tone1">jūn</span>	<ol><li>average; on average</li><li>evenly; in equal proportions</li></ol>			
平稳	平穩	<span class="tone2">píng</span> <span class="tone3">wěn</span>	<ol><li>smooth; steady</li></ol>			
迫切		<span class="tone4">pòqiè</span>	<ol><li>urgent; pressing</li></ol>			
破产	破產	<span class="tone4">pò</span> <span class="tone3">chǎn</span>	<ol><li>to go bankrupt</li><li>to become impoverished</li><li>bankruptcy</li></ol>			
妻子		<span class="tone1">qī</span> <span class="tone5">zi</span>	<ol><li>wife</li></ol>	个|個(<span class="tone4">gè</span>)		
妻子		<span class="tone1">qī</span> <span class="tone3">zǐ</span>	<ol><li>wife and children</li></ol>			
期待		<span class="tone1">qī</span> <span class="tone4">dài</span>	<ol><li>to look forward to</li><li>to await</li><li>expectation</li></ol>			
期间	期間	<span class="tone1">qī</span> <span class="tone1">jiān</span>	<ol><li>period of time</li><li>time</li><li>time period</li><li>period</li></ol>	个|個(<span class="tone4">gè</span>)		
期末		<span class="tone1">qī</span> <span class="tone4">mò</span>	<ol><li>end of term</li></ol>			
期限		<span class="tone1">qī</span> <span class="tone4">xiàn</span>	<ol><li>time limit</li><li>deadline</li><li>allotted time</li></ol>			
期中		<span class="tone1">qī</span> <span class="tone1">zhōng</span>	<ol><li>interim</li><li>midterm</li></ol>			
其余	其餘	<span class="tone2">qí</span> <span class="tone2">yú</span>	<ol><li>the rest</li><li>the others</li><li>remaining</li><li>remainder</li><li>apart from them</li></ol>			
企业	企業	<span class="tone3">qǐ</span> <span class="tone4">yè</span>	<ol><li>company; firm; enterprise; corporation</li></ol>	家(<span class="tone1">jiā</span>)		
气球	氣球	<span class="tone4">qì</span> <span class="tone2">qiú</span>	<ol><li>balloon</li></ol>			
汽水		<span class="tone4">qì</span> <span class="tone3">shuǐ</span>	<ol><li>soda pop; carbonated soft drink</li></ol>			
汽油		<span class="tone4">qì</span> <span class="tone2">yóu</span>	<ol><li>gasoline</li></ol>			
器官		<span class="tone4">qì</span> <span class="tone1">guān</span>	<ol><li>(physiology) organ; apparatus</li></ol>			
前头	前頭	<span class="tone2">qián</span> <span class="tone5">tou</span>	<ol><li>in front</li><li>at the head</li><li>ahead</li><li>above</li></ol>			
前途		<span class="tone2">qián</span> <span class="tone2">tú</span>	<ol><li>prospects</li><li>future outlook</li><li>journey</li></ol>			
浅	淺	<span class="tone3">qiǎn</span>	<ol><li>shallow</li><li>light (color)</li></ol>			
浅	淺	<span class="tone1">jiān</span>	<ol><li>sound of moving water</li></ol>			<span class="nobr">间</span>
巧克力		<span class="tone3">qiǎo</span> <span class="tone4">kè</span> <span class="tone4">lì</span>	<ol><li>chocolate (loanword)</li></ol>	块|塊(<span class="tone4">kuài</span>)		
切		<span class="tone1">qiē</span>	<ol><li>to cut; to slice; to carve</li><li>(math) tangential</li></ol>			
切		<span class="tone4">qiè</span>	<ol><li>definitely; absolutely (not)</li><li>(scoffing or dismissive interjection) Yeah, right.; Tut!</li><li>to grind</li><li>(bound form) close to</li><li>(bound form) eager</li><li>to correspond to</li><li>(used to indicate that the fanqie 反切 system should be applied to the previous two characters)</li></ol>			
亲爱	親愛	<span class="tone1">qīn</span> <span class="tone4">ài</span>	<ol><li>dear</li><li>beloved</li><li>darling</li></ol>			
亲密	親密	<span class="tone1">qīn</span> <span class="tone4">mì</span>	<ol><li>intimate</li><li>close</li></ol>			
青春		<span class="tone1">qīng</span> <span class="tone1">chūn</span>	<ol><li>youth</li><li>youthfulness</li></ol>			
轻松	輕鬆	<span class="tone1">qīng</span> <span class="tone1">sōng</span>	<ol><li>light</li><li>gentle</li><li>relaxed</li><li>effortless</li><li>uncomplicated</li><li>to relax</li><li>to take things less seriously</li></ol>			
轻易	輕易	<span class="tone1">qīng</span> <span class="tone4">yì</span>	<ol><li>easy; simple</li><li>rashly; offhandedly</li></ol>			
清醒		<span class="tone1">qīng</span> <span class="tone3">xǐng</span>	<ol><li>clear-headed</li><li>sober</li><li>awake</li></ol>			
情景		<span class="tone2">qíngjǐng</span>	<ol><li>scene; spectacle</li><li>circumstances; situation</li></ol>			
穷	窮	<span class="tone2">qióng</span>	<ol><li>poor</li><li>destitute</li><li>to use up</li><li>to exhaust</li><li>thoroughly</li><li>extremely</li><li>(coll.) persistently and pointlessly</li></ol>			
穷人	窮人	<span class="tone2">qióng</span> <span class="tone2">rén</span>	<ol><li>poor people</li><li>the poor</li></ol>			
秋季		<span class="tone1">qiū</span> <span class="tone4">jì</span>	<ol><li>autumn</li><li>fall</li></ol>			
趋势	趨勢	<span class="tone1">qū</span> <span class="tone4">shì</span>	<ol><li>trend; tendency</li></ol>			
圈		<span class="tone1">quān</span>	<ol><li>circle; ring; loop (CL:個｜个)</li><li>classifier for loops, orbits, laps of race etc</li><li>to surround; to circle</li></ol>			
圈		<span class="tone4">juàn</span>	<ol><li>livestock enclosure; pen; fold; sty</li></ol>			<span class="nobr">卷</span>
圈		<span class="tone1">juān</span>	<ol><li>to confine</li><li>to lock up</li><li>to pen in</li></ol>			
权利	權利	<span class="tone2">quán</span> <span class="tone4">lì</span>	<ol><li>right (i.e. an entitlement to sth)</li><li>(classical) power and wealth</li></ol>			
却	卻	<span class="tone4">què</span>	<ol><li>but</li><li>yet</li><li>however</li><li>while</li><li>to go back</li><li>to decline</li><li>to retreat</li><li>nevertheless</li><li>even though</li></ol>			
却	㕁	<span class="tone4">què</span>	<ol><li>old variant of 卻｜却</li></ol>			
确认	確認	<span class="tone4">què</span> <span class="tone4">rèn</span>	<ol><li>to confirm</li><li>to verify</li><li>confirmation</li></ol>			
然而		<span class="tone2">rán</span> <span class="tone2">ér</span>	<ol><li>however; but; yet</li></ol>			
燃料		<span class="tone2">rán</span> <span class="tone4">liào</span>	<ol><li>fuel</li></ol>			
燃烧	燃燒	<span class="tone2">rán</span> <span class="tone1">shāo</span>	<ol><li>to ignite</li><li>to combust</li><li>to burn</li><li>combustion</li><li>flaming</li></ol>			
热闹	熱鬧	<span class="tone4">rè</span> <span class="tone5">nao</span>	<ol><li>bustling with noise and excitement</li><li>lively</li></ol>			
热心	熱心	<span class="tone4">rè</span> <span class="tone1">xīn</span>	<ol><li>enthusiastic; ardent; zealous</li></ol>			
人家		<span class="tone2">rén</span> <span class="tone5">jia</span>	<ol><li>other people</li><li>sb else</li><li>he, she or they</li><li>I, me (referring to oneself as "one" or "people")</li></ol>			
人家		<span class="tone2">rén</span> <span class="tone1">jiā</span>	<ol><li>household</li><li>dwelling</li><li>family</li><li>sb else's house</li><li>household business</li><li>house of woman's husband-to-be</li></ol>	户|戶(<span class="tone4">hù</span>), 家(<span class="tone1">jiā</span>)		
日记	日記	<span class="tone4">rì</span> <span class="tone4">jì</span>	<ol><li>diary</li></ol>	则|則(<span class="tone2">zé</span>), 本(<span class="tone3">běn</span>), 篇(<span class="tone1">piān</span>)		
日历	日曆	<span class="tone4">rì</span> <span class="tone4">lì</span>	<ol><li>calendar</li></ol>	张|張(<span class="tone1">zhāng</span>), 本(<span class="tone3">běn</span>)		
如今		<span class="tone2">rú</span> <span class="tone1">jīn</span>	<ol><li>nowadays; now</li></ol>			
弱		<span class="tone4">ruò</span>	<ol><li>weak; feeble</li><li>young</li><li>inferior; not as good as</li><li>(following a decimal or fraction) slightly less than</li></ol>			
伞	傘	<span class="tone3">sǎn</span>	<ol><li>umbrella</li><li>parasol</li></ol>	把(<span class="tone3">bǎ</span>)		
伞	繖	<span class="tone3">sǎn</span>	<ol><li>damask silk</li></ol>			
散		<span class="tone4">sàn</span>	<ol><li>to scatter</li><li>to break up (a meeting etc)</li><li>to disperse</li><li>to disseminate</li><li>to dispel</li><li>(coll.) to sack</li></ol>			
散		<span class="tone3">sǎn</span>	<ol><li>scattered</li><li>loose</li><li>to come loose</li><li>to fall apart</li><li>leisurely</li><li>powdered medicine</li></ol>			<span class="nobr">伞</span>
扫	掃	<span class="tone3">sǎo</span>	<ol><li>to sweep (with a brush or broom)</li><li>to sweep away; to wipe out; to get rid of</li><li>to sweep (one's eyes etc) over; to scan</li></ol>			
扫	掃	<span class="tone4">sào</span>	<ol><li>(bound form) a (large) broom</li></ol>			
色		<span class="tone4">sè</span>	<ol><li>color</li><li>look</li><li>appearance</li><li>sex</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
色		<span class="tone3">shǎi</span>	<ol><li>(coll.) color</li><li>used in 色子</li></ol>			
色彩		<span class="tone4">sè</span> <span class="tone3">cǎi</span>	<ol><li>tint; coloring; coloration</li><li>(fig.) flavor; character</li></ol>			
森林		<span class="tone1">sēn</span> <span class="tone2">lín</span>	<ol><li>forest</li></ol>	片(<span class="tone4">piàn</span>)		
晒	曬	<span class="tone4">shài</span>	<ol><li>(of the sun) to shine on</li><li>to bask in (the sunshine)</li><li>to dry (clothes, grain etc) in the sun</li><li>(fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from "share")</li><li>(coll.) to give the cold shoulder to</li></ol>			
闪	閃	<span class="tone3">shǎn</span>	<ol><li>to dodge</li><li>to duck out of the way</li><li>to beat it</li><li>shaken (by a fall)</li><li>to sprain</li><li>to pull a muscle</li><li>lightning</li><li>spark</li><li>a flash</li><li>to flash (across one's mind)</li><li>to leave behind</li><li>(Internet slang) (of a display of affection) "dazzlingly" saccharine</li></ol>			
闪	閃	<span class="tone3">Shǎn</span>	<ol><li>surname Shan</li></ol>			
闪电	閃電	<span class="tone3">shǎn</span> <span class="tone4">diàn</span>	<ol><li>lightning</li></ol>	道(<span class="tone4">dào</span>)		
善良		<span class="tone4">shàn</span> <span class="tone2">liáng</span>	<ol><li>good and honest</li><li>kindhearted</li></ol>			
善于	善於	<span class="tone4">shàn</span> <span class="tone2">yú</span>	<ol><li>to be good at; to be adept at</li></ol>			
伤害	傷害	<span class="tone1">shāng</span> <span class="tone4">hài</span>	<ol><li>to injure; to harm</li></ol>			
商务	商務	<span class="tone1">shāng</span> <span class="tone4">wù</span>	<ol><li>commercial affairs</li><li>commercial</li><li>commerce</li><li>business</li></ol>			
赏	賞	<span class="tone3">shǎng</span>	<ol><li>to bestow (a reward)</li><li>to give (to an inferior)</li><li>to hand down</li><li>a reward (bestowed by a superior)</li><li>to appreciate (beauty)</li></ol>			
上个月	上個月	<span class="tone4">shàng</span> <span class="tone4">gè</span> <span class="tone4">yuè</span>	<ol><li>last month</li></ol>			
上楼	上樓	<span class="tone4">shàng</span> <span class="tone2">lóu</span>	<ol><li>to go upstairs</li></ol>			
上门	上門	<span class="tone4">shàng</span> <span class="tone2">mén</span>	<ol><li>to drop in</li><li>to visit</li><li>to lock a door</li><li>(of a shop) to close</li><li>to go and live with one's wife's family, in effect becoming a member of her family</li></ol>			
烧	燒	<span class="tone1">shāo</span>	<ol><li>to burn</li><li>to cook</li><li>to stew</li><li>to bake</li><li>to roast</li><li>to heat</li><li>to boil (tea, water etc)</li><li>fever</li><li>to run a temperature</li><li>(coll.) to let things go to one's head</li></ol>			
设施	設施	<span class="tone4">shè</span> <span class="tone1">shī</span>	<ol><li>facilities</li><li>installation</li></ol>			
设置	設置	<span class="tone4">shè</span> <span class="tone4">zhì</span>	<ol><li>to set up; to install</li></ol>			
申请	申請	<span class="tone1">shēn</span> <span class="tone3">qǐng</span>	<ol><li>to apply for sth</li><li>application form (CL:份)</li></ol>			
身材		<span class="tone1">shēn</span> <span class="tone2">cái</span>	<ol><li>stature</li><li>build (height and weight)</li><li>figure</li></ol>			
身份		<span class="tone1">shēn</span> <span class="tone4">fèn</span>	<ol><li>identity</li><li>aspect of one's identity (i.e. sth that one is – mayor, father, permanent resident etc)</li><li>role</li><li>capacity (as in "in his capacity as a ..." 以…的身份)</li><li>status (social, legal etc)</li><li>position</li><li>rank</li></ol>			
身高		<span class="tone1">shēn</span> <span class="tone1">gāo</span>	<ol><li>(a person's) height</li></ol>			
深厚		<span class="tone1">shēn</span> <span class="tone4">hòu</span>	<ol><li>deep; profound</li></ol>			
神话	神話	<span class="tone2">shén</span> <span class="tone4">huà</span>	<ol><li>legend</li><li>fairy tale</li><li>myth</li><li>mythology</li></ol>			
神秘		<span class="tone2">shén</span> <span class="tone4">mì</span>	<ol><li>mysterious</li><li>mystery</li></ol>			
甚至		<span class="tone4">shèn</span> <span class="tone4">zhì</span>	<ol><li>even; so much so that</li></ol>			
失败	失敗	<span class="tone1">shī</span> <span class="tone4">bài</span>	<ol><li>to be defeated</li><li>to lose</li><li>to fail (e.g. experiments)</li><li>failure</li><li>defeat</li></ol>	次(<span class="tone4">cì</span>)		
失望		<span class="tone1">shī</span> <span class="tone4">wàng</span>	<ol><li>disappointed</li><li>to lose hope</li><li>to despair</li></ol>			
失业	失業	<span class="tone1">shī</span> <span class="tone4">yè</span>	<ol><li>unemployment</li><li>to lose one's job</li></ol>			
诗	詩	<span class="tone1">shī</span>	<ol><li>poem</li><li>poetry</li><li>verse</li></ol>	首(<span class="tone3">shǒu</span>)		
诗人	詩人	<span class="tone1">shī</span> <span class="tone2">rén</span>	<ol><li>bard</li><li>poet</li></ol>			
湿	濕	<span class="tone1">shī</span>	<ol><li>moist</li><li>wet</li></ol>			<span class="nobr">诗</span>
实施	實施	<span class="tone2">shí</span> <span class="tone1">shī</span>	<ol><li>to implement</li><li>to carry out</li></ol>			
实用	實用	<span class="tone2">shí</span> <span class="tone4">yòng</span>	<ol><li>practical</li><li>functional</li><li>pragmatic</li><li>applied (science)</li></ol>			
食堂		<span class="tone2">shí</span> <span class="tone2">táng</span>	<ol><li>dining hall; cafeteria</li></ol>	个|個(<span class="tone4">gè</span>), 间|間(<span class="tone1">jiān</span>)		
使劲	使勁	<span class="tone3">shǐ</span> <span class="tone4">jìn</span>	<ol><li>to exert all one's strength</li></ol>			
士兵		<span class="tone4">shì</span> <span class="tone1">bīng</span>	<ol><li>soldier</li></ol>	个|個(<span class="tone4">gè</span>)		
市区	市區	<span class="tone4">shì</span> <span class="tone1">qū</span>	<ol><li>urban district</li><li>downtown</li><li>city center</li></ol>			
似的		<span class="tone4">shì</span> <span class="tone5">de</span>	<ol><li>seems as if</li><li>rather like</li></ol>		<span class="tone4">sì</span> <span class="tone5">de</span>	
事物		<span class="tone4">shì</span> <span class="tone4">wù</span>	<ol><li>thing; object</li></ol>	个|個(<span class="tone4">gè</span>)		
事先		<span class="tone4">shì</span> <span class="tone1">xiān</span>	<ol><li>in advance</li><li>before the event</li><li>beforehand</li><li>prior</li></ol>			
试卷	試卷	<span class="tone4">shì</span> <span class="tone4">juàn</span>	<ol><li>examination paper</li><li>test paper</li></ol>	份(<span class="tone4">fèn</span>), 张|張(<span class="tone1">zhāng</span>)		
是否		<span class="tone4">shì</span> <span class="tone3">fǒu</span>	<ol><li>whether (or not)</li><li>if</li><li>is or isn't</li></ol>			
收回		<span class="tone1">shōu</span> <span class="tone2">huí</span>	<ol><li>to regain</li><li>to retake</li><li>to take back</li><li>to withdraw</li><li>to revoke</li></ol>			
收获	收穫	<span class="tone1">shōu</span> <span class="tone4">huò</span>	<ol><li>to harvest</li><li>to reap</li><li>to gain</li><li>crop</li><li>harvest</li><li>profit</li><li>gain</li><li>bonus</li><li>reward</li></ol>			
收益		<span class="tone1">shōu</span> <span class="tone4">yì</span>	<ol><li>earnings</li><li>profit</li></ol>			
手工		<span class="tone3">shǒu</span> <span class="tone1">gōng</span>	<ol><li>handwork</li><li>manual</li></ol>			
手里	手裡	<span class="tone3">shǒu</span> <span class="tone3">lǐ</span>	<ol><li>in hand</li><li>(a situation is) in sb's hands</li></ol>			
手术	手術	<span class="tone3">shǒu</span> <span class="tone4">shù</span>	<ol><li>(surgical) operation</li><li>surgery</li></ol>	个|個(<span class="tone4">gè</span>)		
手套		<span class="tone3">shǒu</span> <span class="tone4">tào</span>	<ol><li>glove</li><li>mitten</li></ol>	双|雙(<span class="tone1">shuāng</span>), 只|隻(<span class="tone1">zhī</span>)		
守		<span class="tone3">shǒu</span>	<ol><li>to guard</li><li>to defend</li><li>to keep watch</li><li>to abide by the law</li><li>to observe (rules or ritual)</li><li>nearby</li><li>adjoining</li></ol>			
首		<span class="tone3">shǒu</span>	<ol><li>head</li><li>chief</li><li>first (occasion, thing etc)</li><li>classifier for poems, songs etc</li></ol>			<span class="nobr">守</span>
受不了		<span class="tone4">shòu</span> <span class="tone4">bù</span> <span class="tone3">liǎo</span>	<ol><li>unbearable</li><li>unable to endure</li><li>can't stand</li></ol>			
售货员	售貨員	<span class="tone4">shòu</span> <span class="tone4">huò</span> <span class="tone2">yuán</span>	<ol><li>salesperson</li></ol>	个|個(<span class="tone4">gè</span>)		
叔叔		<span class="tone1">shū</span> <span class="tone5">shu</span>	<ol><li>father's younger brother</li><li>uncle</li></ol>	个|個(<span class="tone4">gè</span>)	<span class="tone2">shú</span> <span class="tone5">shu</span>	
舒适	舒適	<span class="tone1">shū</span> <span class="tone4">shì</span>	<ol><li>cozy</li><li>snug</li></ol>			
熟练	熟練	<span class="tone2">shú</span> <span class="tone4">liàn</span>	<ol><li>practiced</li><li>proficient</li><li>skilled</li><li>skillful</li></ol>			
暑假		<span class="tone3">shǔ</span> <span class="tone4">jià</span>	<ol><li>summer vacation</li></ol>	个|個(<span class="tone4">gè</span>)		
树林	樹林	<span class="tone4">shù</span> <span class="tone2">lín</span>	<ol><li>woods</li><li>grove</li><li>forest</li></ol>			
树林	樹林	<span class="tone4">Shù</span> <span class="tone2">lín</span>	<ol><li>Shulin city in New Taipei City 新北市, Taiwan</li></ol>			
树叶	樹葉	<span class="tone4">shù</span> <span class="tone4">yè</span>	<ol><li>tree leaves</li></ol>			
数据	數據	<span class="tone4">shù</span> <span class="tone4">jù</span>	<ol><li>data</li></ol>			
数码	數碼	<span class="tone4">shù</span> <span class="tone3">mǎ</span>	<ol><li>number</li><li>numerals</li><li>figures</li><li>digital</li><li>amount</li><li>numerical code</li></ol>			
刷		<span class="tone1">shuā</span>	<ol><li>to brush</li><li>to paint</li><li>to daub</li><li>to paste up</li><li>to skip class (of students)</li><li>to fire from a job</li></ol>			
刷		<span class="tone4">shuà</span>	<ol><li>to select</li></ol>			
刷牙		<span class="tone1">shuā</span> <span class="tone2">yá</span>	<ol><li>to brush one's teeth</li></ol>			
刷子		<span class="tone1">shuā</span> <span class="tone5">zi</span>	<ol><li>brush</li><li>scrub</li></ol>	把(<span class="tone3">bǎ</span>)		
帅	帥	<span class="tone4">shuài</span>	<ol><li>(bound form) commander-in-chief</li><li>(bound form) to lead; to command</li><li>handsome; graceful; dashing; elegant</li><li>(coll.) cool!; sweet!</li><li>(Chinese chess) general (on the red side, equivalent to a king in Western chess)</li></ol>			
帅	帥	<span class="tone4">Shuài</span>	<ol><li>surname Shuai</li></ol>			
帅哥	帥哥	<span class="tone4">shuài</span> <span class="tone1">gē</span>	<ol><li>handsome guy</li><li>lady-killer</li><li>handsome (form of address)</li></ol>			
率先		<span class="tone4">shuài</span> <span class="tone1">xiān</span>	<ol><li>to take the lead</li><li>to show initiative</li></ol>			
睡着	睡著	<span class="tone4">shuì</span> <span class="tone2">zháo</span>	<ol><li>to fall asleep</li></ol>			
顺序	順序	<span class="tone4">shùn</span> <span class="tone4">xù</span>	<ol><li>sequence</li><li>order</li></ol>			
说不定	說不定	<span class="tone1">shuō</span> <span class="tone5">bu</span> <span class="tone4">dìng</span>	<ol><li>can't say for sure</li><li>maybe</li></ol>			
说服	說服	<span class="tone1">shuō</span> <span class="tone2">fú</span>	<ol><li>to persuade</li><li>to convince</li><li>to talk sb over</li></ol>		<span class="tone4">shuì</span> <span class="tone2">fú</span>	
思考		<span class="tone1">sī</span> <span class="tone3">kǎo</span>	<ol><li>to reflect on</li><li>to ponder over</li></ol>			
似乎		<span class="tone4">sì</span> <span class="tone1">hū</span>	<ol><li>it seems; seemingly; as if</li></ol>			
松		<span class="tone1">sōng</span>	<ol><li>pine</li></ol>	棵(<span class="tone1">kē</span>)		
松	鬆	<span class="tone1">sōng</span>	<ol><li>loose</li><li>to loosen</li><li>to relax</li><li>floss (dry, fluffy food product made from shredded, seasoned meat or fish, used as a topping or filling)</li></ol>			
松		<span class="tone1">Sōng</span>	<ol><li>surname Song</li></ol>			
松树	松樹	<span class="tone1">sōng</span> <span class="tone4">shù</span>	<ol><li>pine</li><li>pine tree</li></ol>	棵(<span class="tone1">kē</span>)		
塑料		<span class="tone4">sù</span> <span class="tone4">liào</span>	<ol><li>plastics</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
塑料袋		<span class="tone4">sù</span> <span class="tone4">liào</span> <span class="tone4">dài</span>	<ol><li>plastic bag</li></ol>			
