#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
戏曲	戲曲	<span class="tone4">xì</span> <span class="tone3">qǔ</span>	<ol><li>Chinese opera</li></ol>			
细胞	細胞	<span class="tone4">xì</span> <span class="tone1">bāo</span>	<ol><li>cell (biology)</li></ol>			
细菌	細菌	<span class="tone4">xì</span> <span class="tone1">jūn</span>	<ol><li>bacterium</li><li>germ</li></ol>			
先锋	先鋒	<span class="tone1">xiān</span> <span class="tone1">fēng</span>	<ol><li>vanguard; pioneer; avant-garde</li></ol>			
嫌		<span class="tone2">xián</span>	<ol><li>to dislike</li><li>suspicion</li><li>resentment</li><li>enmity</li></ol>			<span class="nobr">咸</span> <span class="nobr">闲</span>
显出	顯出	<span class="tone3">xiǎn</span> <span class="tone1">chū</span>	<ol><li>to express</li><li>to exhibit</li></ol>			
险	險	<span class="tone3">xiǎn</span>	<ol><li>danger</li><li>dangerous</li><li>rugged</li></ol>			<span class="nobr">显</span> <span class="nobr">鲜</span>
线路	線路	<span class="tone4">xiàn</span> <span class="tone4">lù</span>	<ol><li>(electricity) line; circuit; wire</li><li>(traffic) road; track; route</li></ol>			
陷入		<span class="tone4">xiàn</span> <span class="tone4">rù</span>	<ol><li>to sink into</li><li>to get caught up in</li><li>to land in (a predicament)</li></ol>			
响声	響聲	<span class="tone3">xiǎng</span> <span class="tone1">shēng</span>	<ol><li>noise</li></ol>			
想不到		<span class="tone3">xiǎng</span> <span class="tone5">bu</span> <span class="tone4">dào</span>	<ol><li>unexpected</li><li>hard to imagine</li><li>it had not occurred to me</li><li>who could have thought that</li></ol>			
消耗		<span class="tone1">xiāohào</span>	<ol><li>to consume; to use up</li><li>to deplete; to expend</li><li>(old) news; mail; message</li></ol>			
消灭	消滅	<span class="tone1">xiāo</span> <span class="tone4">miè</span>	<ol><li>to put an end to</li><li>to annihilate</li><li>to cause to perish</li><li>to perish</li><li>annihilation (in quantum field theory)</li></ol>			
小费	小費	<span class="tone3">xiǎo</span> <span class="tone4">fèi</span>	<ol><li>tip</li><li>gratuity</li></ol>			
小麦	小麥	<span class="tone3">xiǎo</span> <span class="tone4">mài</span>	<ol><li>wheat</li></ol>	粒(<span class="tone4">lì</span>)		
小于	小於	<span class="tone3">xiǎo</span> <span class="tone2">yú</span>	<ol><li>less than, <</li></ol>			
晓得	曉得	<span class="tone3">xiǎo</span> <span class="tone5">de</span>	<ol><li>to know</li></ol>			
笑脸	笑臉	<span class="tone4">xiào</span> <span class="tone3">liǎn</span>	<ol><li>smiling face</li><li>smiley :) ☺</li></ol>	副(<span class="tone4">fù</span>)		
笑容		<span class="tone4">xiào</span> <span class="tone2">róng</span>	<ol><li>smile</li><li>smiling expression</li></ol>	副(<span class="tone4">fù</span>)		
笑声	笑聲	<span class="tone4">xiào</span> <span class="tone1">shēng</span>	<ol><li>laughter</li></ol>			
协会	協會	<span class="tone2">xié</span> <span class="tone4">huì</span>	<ol><li>an association</li><li>a society</li></ol>	个|個(<span class="tone4">gè</span>), 家(<span class="tone1">jiā</span>)		
协商	協商	<span class="tone2">xié</span> <span class="tone1">shāng</span>	<ol><li>to consult with</li><li>to talk things over</li><li>agreement</li></ol>			
协调	協調	<span class="tone2">xié</span> <span class="tone2">tiáo</span>	<ol><li>to coordinate</li><li>to harmonize</li><li>to fit together</li><li>to match (colors etc)</li><li>harmonious</li><li>concerted</li></ol>			
协助	協助	<span class="tone2">xié</span> <span class="tone4">zhù</span>	<ol><li>to provide assistance</li><li>to aid</li></ol>			
写字楼	寫字樓	<span class="tone3">xiě</span> <span class="tone4">zì</span> <span class="tone2">lóu</span>	<ol><li>office building</li></ol>			
写字台	寫字檯	<span class="tone3">xiě</span> <span class="tone4">zì</span> <span class="tone2">tái</span>	<ol><li>writing desk</li></ol>			
心灵	心靈	<span class="tone1">xīn</span> <span class="tone2">líng</span>	<ol><li>bright</li><li>smart</li><li>quick-witted</li><li>heart</li><li>thoughts</li><li>spirit</li></ol>			
心愿	心願	<span class="tone1">xīn</span> <span class="tone4">yuàn</span>	<ol><li>cherished desire</li><li>dream</li><li>craving</li><li>wish</li><li>aspiration</li></ol>			
心脏	心臟	<span class="tone1">xīn</span> <span class="tone4">zàng</span>	<ol><li>heart</li></ol>	颗|顆(<span class="tone1">kē</span>), 个|個(<span class="tone4">gè</span>)		
心脏病	心臟病	<span class="tone1">xīn</span> <span class="tone4">zàng</span> <span class="tone4">bìng</span>	<ol><li>heart disease</li></ol>			
新人		<span class="tone1">xīn</span> <span class="tone2">rén</span>	<ol><li>newcomer</li><li>fresh talent</li><li>newlywed, esp. new bride</li><li>bride and groom</li><li>(paleoanthropology) Homo sapiens</li></ol>			
新兴	新興	<span class="tone1">xīn</span> <span class="tone1">xīng</span>	<ol><li>(of markets, industries, infectious diseases etc) rising</li><li>emerging</li><li>in the ascendant</li></ol>			
新兴	新興	<span class="tone1">Xīn</span> <span class="tone1">xīng</span>	<ol><li>Xinxing county in Yunfu 雲浮｜云浮, Guangdong</li><li>Xinxing or Hsinhsing district of Kaohsiung city 高雄市, south Taiwan</li></ol>			
薪水		<span class="tone1">xīn</span> <span class="tone3">shuǐ</span>	<ol><li>salary</li><li>wage</li></ol>			
信仰		<span class="tone4">xìn</span> <span class="tone3">yǎng</span>	<ol><li>to believe in (a religion)</li><li>firm belief</li><li>conviction</li></ol>			
信用		<span class="tone4">xìn</span> <span class="tone4">yòng</span>	<ol><li>trustworthiness</li><li>(commerce) credit</li><li>(literary) to trust and appoint</li></ol>			
兴旺	興旺	<span class="tone1">xīng</span> <span class="tone4">wàng</span>	<ol><li>prosperous</li><li>thriving</li><li>to prosper</li><li>to flourish</li></ol>			
行程		<span class="tone2">xíng</span> <span class="tone2">chéng</span>	<ol><li>journey; travel route; distance of travel</li><li>course (of history)</li><li>stroke (of a piston)</li><li>(Tw) (computing) process</li></ol>			<span class="nobr">形成</span>
形		<span class="tone2">xíng</span>	<ol><li>to appear</li><li>to look</li><li>form</li><li>shape</li></ol>			<span class="nobr">型</span> <span class="nobr">行</span>
凶	兇	<span class="tone1">xiōng</span>	<ol><li>terrible</li><li>fearful</li></ol>			
凶		<span class="tone1">xiōng</span>	<ol><li>vicious</li><li>fierce</li><li>ominous</li><li>inauspicious</li><li>famine</li></ol>			
凶手	兇手	<span class="tone1">xiōng</span> <span class="tone3">shǒu</span>	<ol><li>murderer</li><li>assassin</li></ol>			
修车	修車	<span class="tone1">xiū</span> <span class="tone1">chē</span>	<ol><li>to repair a bike (car etc)</li></ol>			
袖珍		<span class="tone4">xiù</span> <span class="tone1">zhēn</span>	<ol><li>pocket-sized</li><li>pocket (book etc)</li></ol>			
悬	懸	<span class="tone2">xuán</span>	<ol><li>to hang or suspend</li><li>to worry</li><li>public announcement</li><li>unresolved</li><li>baseless</li><li>without foundation</li></ol>			
旋转	旋轉	<span class="tone2">xuán</span> <span class="tone3">zhuǎn</span>	<ol><li>to rotate</li><li>to revolve</li><li>to spin</li><li>to whirl</li></ol>			
选拔	選拔	<span class="tone3">xuǎn</span> <span class="tone2">bá</span>	<ol><li>to select the best</li></ol>			
选举	選舉	<span class="tone3">xuǎn</span> <span class="tone3">jǔ</span>	<ol><li>to elect</li><li>election</li></ol>	次(<span class="tone4">cì</span>), 个|個(<span class="tone4">gè</span>)		
学会	學會	<span class="tone2">xué</span> <span class="tone4">huì</span>	<ol><li>to learn; to master</li><li>institute; learned society; (scholarly) association</li></ol>			
学员	學員	<span class="tone2">xué</span> <span class="tone2">yuán</span>	<ol><li>student</li><li>member of an institution of learning</li><li>officer cadet</li></ol>			
血管		<span class="tone4">xuè</span> <span class="tone3">guǎn</span>	<ol><li>vein</li><li>artery</li></ol>	根(<span class="tone1">gēn</span>)		
血液		<span class="tone4">xuè</span> <span class="tone4">yè</span>	<ol><li>blood</li></ol>			
循环	循環	<span class="tone2">xún</span> <span class="tone2">huán</span>	<ol><li>to cycle</li><li>to circulate</li><li>circle</li><li>loop</li></ol>			
压迫	壓迫	<span class="tone1">yā</span> <span class="tone4">pò</span>	<ol><li>to oppress</li><li>to repress</li><li>to constrict</li><li>oppression</li><li>stress (physics)</li></ol>			
烟花	煙花	<span class="tone1">yān</span> <span class="tone1">huā</span>	<ol><li>fireworks</li><li>prostitute (esp. in Yuan theater)</li></ol>			
沿		<span class="tone2">yán</span>	<ol><li>along</li><li>to follow (a line, tradition etc)</li><li>to carry on</li><li>to trim (a border with braid, tape etc)</li><li>border</li><li>edge</li></ol>			<span class="nobr">严</span> <span class="nobr">盐</span>
沿海		<span class="tone2">yán</span> <span class="tone3">hǎi</span>	<ol><li>coastal</li></ol>			
沿着	沿著	<span class="tone2">yán</span> <span class="tone5">zhe</span>	<ol><li>to go along</li><li>to follow</li></ol>			
研发	研發	<span class="tone2">yán</span> <span class="tone1">fā</span>	<ol><li>research and development</li><li>to develop</li></ol>			
眼看		<span class="tone3">yǎn</span> <span class="tone4">kàn</span>	<ol><li>soon</li><li>in a moment</li><li>to look on as sth happens</li></ol>			
演奏		<span class="tone3">yǎn</span> <span class="tone4">zòu</span>	<ol><li>to perform on a musical instrument</li></ol>			
宴会	宴會	<span class="tone4">yàn</span> <span class="tone4">huì</span>	<ol><li>banquet</li><li>feast</li><li>dinner party</li></ol>	席(<span class="tone2">xí</span>), 个|個(<span class="tone4">gè</span>)		
洋		<span class="tone2">yáng</span>	<ol><li>ocean</li><li>vast</li><li>foreign</li><li>silver dollar or coin</li></ol>			<span class="nobr">羊</span>
仰		<span class="tone3">yǎng</span>	<ol><li>to face upward</li><li>to look up</li><li>to admire</li><li>to rely on</li></ol>			<span class="nobr">养</span>
仰		<span class="tone3">Yǎng</span>	<ol><li>surname Yang</li></ol>			
养老	養老	<span class="tone3">yǎng</span> <span class="tone3">lǎo</span>	<ol><li>to provide for the elderly (family members)</li><li>to enjoy a life in retirement</li></ol>			
氧气	氧氣	<span class="tone3">yǎng</span> <span class="tone4">qì</span>	<ol><li>oxygen</li></ol>			
样	樣	<span class="tone4">yàng</span>	<ol><li>manner</li><li>pattern</li><li>way</li><li>appearance</li><li>shape</li><li>classifier: kind, type</li></ol>			
药品	藥品	<span class="tone4">yào</span> <span class="tone3">pǐn</span>	<ol><li>medicaments</li><li>medicine</li><li>drug</li></ol>			
要不然		<span class="tone4">yào</span> <span class="tone4">bù</span> <span class="tone2">rán</span>	<ol><li>otherwise</li><li>or else</li><li>or</li></ol>			
要好		<span class="tone4">yào</span> <span class="tone3">hǎo</span>	<ol><li>to be on good terms</li><li>to be close friends</li><li>striving for self-improvement</li></ol>			
要么	要麼	<span class="tone4">yào</span> <span class="tone5">me</span>	<ol><li>or</li><li>either one or the other</li></ol>			
要素		<span class="tone4">yào</span> <span class="tone4">sù</span>	<ol><li>essential factor</li><li>key constituent</li></ol>			
野		<span class="tone3">yě</span>	<ol><li>field</li><li>plain</li><li>open space</li><li>limit</li><li>boundary</li><li>rude</li><li>feral</li></ol>			
野	埜	<span class="tone3">yě</span>	<ol><li>old variant of 野</li></ol>			
野	壄	<span class="tone3">yě</span>	<ol><li>erroneous variant of 野</li></ol>			
野生		<span class="tone3">yě</span> <span class="tone1">shēng</span>	<ol><li>wild</li><li>undomesticated</li></ol>			
医药	醫藥	<span class="tone1">yī</span> <span class="tone4">yào</span>	<ol><li>medical care and medicines</li><li>medicine (drug)</li><li>medical</li><li>pharmaceutical</li></ol>			
依次		<span class="tone1">yī</span> <span class="tone4">cì</span>	<ol><li>in order</li><li>in succession</li></ol>			
依赖	依賴	<span class="tone1">yī</span> <span class="tone4">lài</span>	<ol><li>to depend on; to be dependent on</li></ol>			
一次性		<span class="tone1">yī</span> <span class="tone4">cì</span> <span class="tone4">xìng</span>	<ol><li>one-off (offer)</li><li>one-time</li><li>single-use</li><li>disposable (goods)</li></ol>			
一代		<span class="tone1">yī</span> <span class="tone4">dài</span>	<ol><li>generation</li></ol>			<span class="nobr">一带</span>
一道		<span class="tone1">yī</span> <span class="tone4">dào</span>	<ol><li>together</li></ol>			
一贯	一貫	<span class="tone1">yī</span> <span class="tone4">guàn</span>	<ol><li>consistent</li><li>constant</li><li>from start to finish</li><li>all along</li><li>persistent</li></ol>			
一路上		<span class="tone1">yī</span> <span class="tone4">lù</span> <span class="tone4">shàng</span>	<ol><li>along the way</li><li>the whole way</li><li>(fig.) the whole time</li></ol>			
仪器	儀器	<span class="tone2">yí</span> <span class="tone4">qì</span>	<ol><li>instrument; apparatus</li></ol>	台|臺(<span class="tone2">tái</span>)		
仪式	儀式	<span class="tone2">yí</span> <span class="tone4">shì</span>	<ol><li>ceremony</li></ol>			
遗憾	遺憾	<span class="tone2">yí</span> <span class="tone4">hàn</span>	<ol><li>regret</li><li>to regret</li><li>to be sorry that</li></ol>			
一模一样	一模一樣	<span class="tone1">yī</span> <span class="tone2">mú</span> <span class="tone1">yī</span> <span class="tone4">yàng</span>	<ol><li>exactly the same (idiom)</li><li>carbon copy</li><li>also pr. [yi1 mo2 yi1 yang4]</li></ol>			
一齐	一齊	<span class="tone1">yī</span> <span class="tone2">qí</span>	<ol><li>at the same time</li><li>simultaneously</li></ol>			
一时	一時	<span class="tone1">yī</span> <span class="tone2">shí</span>	<ol><li>a period of time</li><li>a while</li><li>for a short while</li><li>temporary</li><li>momentary</li><li>at the same time</li></ol>			
一同		<span class="tone1">yī</span> <span class="tone2">tóng</span>	<ol><li>together</li></ol>			
一行		<span class="tone1">yī</span> <span class="tone2">xíng</span>	<ol><li>party</li><li>delegation</li></ol>			
艺人	藝人	<span class="tone4">yì</span> <span class="tone2">rén</span>	<ol><li>performing artist</li><li>actor</li></ol>			
议题	議題	<span class="tone4">yì</span> <span class="tone2">tí</span>	<ol><li>topic of discussion</li><li>topic</li><li>subject</li><li>issue (under discussion)</li></ol>	项|項(<span class="tone4">xiàng</span>)		
异常	異常	<span class="tone4">yì</span> <span class="tone2">cháng</span>	<ol><li>unusual; abnormal</li><li>extremely; exceptionally</li></ol>			
意想不到		<span class="tone4">yì</span> <span class="tone3">xiǎng</span> <span class="tone4">bù</span> <span class="tone4">dào</span>	<ol><li>unexpected</li><li>previously unimagined</li></ol>			
意愿	意願	<span class="tone4">yì</span> <span class="tone4">yuàn</span>	<ol><li>aspiration</li><li>wish (for)</li><li>desire</li></ol>			
因		<span class="tone1">yīn</span>	<ol><li>cause</li><li>reason</li><li>because</li></ol>			<span class="nobr">阴</span>
因	囙	<span class="tone1">yīn</span>	<ol><li>old variant of 因</li></ol>			<span class="nobr">阴</span>
因素		<span class="tone1">yīn</span> <span class="tone4">sù</span>	<ol><li>element</li><li>factor</li></ol>	个|個(<span class="tone4">gè</span>)		
阴谋	陰謀	<span class="tone1">yīn</span> <span class="tone2">móu</span>	<ol><li>to conspire; to plot</li><li>a conspiracy; a plot</li></ol>			
阴影	陰影	<span class="tone1">yīn</span> <span class="tone3">yǐng</span>	<ol><li>(lit. and fig.) shadow</li></ol>			
音量		<span class="tone1">yīn</span> <span class="tone4">liàng</span>	<ol><li>loudness</li><li>volume</li></ol>			
音像		<span class="tone1">yīn</span> <span class="tone4">xiàng</span>	<ol><li>audio and video</li><li>audiovisual</li></ol>			
隐藏	隱藏	<span class="tone3">yǐn</span> <span class="tone2">cáng</span>	<ol><li>to hide</li><li>to conceal</li><li>to mask</li><li>to shelter</li><li>to harbor (i.e. keep sth hidden)</li><li>to hide oneself</li><li>to lie low</li><li>to nestle</li><li>hidden</li><li>implicit</li><li>private</li><li>covert</li><li>recessed (lighting)</li></ol>			
隐私	隱私	<span class="tone3">yǐn</span> <span class="tone1">sī</span>	<ol><li>secrets</li><li>private business</li><li>privacy</li></ol>			
印		<span class="tone4">yìn</span>	<ol><li>to print</li><li>to mark</li><li>to engrave</li><li>a seal</li><li>a print</li><li>a stamp</li><li>a mark</li><li>a trace</li><li>image</li></ol>			
印		<span class="tone4">Yìn</span>	<ol><li>surname Yin</li></ol>			
英雄		<span class="tone1">yīng</span> <span class="tone2">xióng</span>	<ol><li>hero</li></ol>	个|個(<span class="tone4">gè</span>)		
迎来	迎來	<span class="tone2">yíng</span> <span class="tone2">lái</span>	<ol><li>to welcome (a visitor or newcomer)</li><li>(fig.) to usher in</li></ol>			
影迷		<span class="tone3">yǐng</span> <span class="tone2">mí</span>	<ol><li>film enthusiast</li><li>movie fan</li></ol>	个|個(<span class="tone4">gè</span>)		
影星		<span class="tone3">yǐng</span> <span class="tone1">xīng</span>	<ol><li>film star</li></ol>			
应对	應對	<span class="tone4">yìng</span> <span class="tone4">duì</span>	<ol><li>to answer; to reply</li><li>to handle; to deal with</li><li>response</li></ol>			
应急	應急	<span class="tone4">yìng</span> <span class="tone2">jí</span>	<ol><li>to respond to an emergency</li><li>to meet a contingency</li><li>(attributive) emergency</li></ol>			
用处	用處	<span class="tone4">yòng</span> <span class="tone5">chu</span>	<ol><li>usefulness</li></ol>	个|個(<span class="tone4">gè</span>)		
用得着	用得著	<span class="tone4">yòng</span> <span class="tone5">de</span> <span class="tone2">zháo</span>	<ol><li>to be able to use; useable; to have a use for</li><li>(in a question) to be necessary to</li></ol>			
用法		<span class="tone4">yòng</span> <span class="tone3">fǎ</span>	<ol><li>usage</li></ol>			
用品		<span class="tone4">yòng</span> <span class="tone3">pǐn</span>	<ol><li>articles for use</li><li>products</li><li>goods</li></ol>			
用心		<span class="tone4">yòng</span> <span class="tone1">xīn</span>	<ol><li>motive</li><li>intention</li><li>to be diligent or attentive</li><li>careful</li></ol>			
优质	優質	<span class="tone1">yōu</span> <span class="tone4">zhì</span>	<ol><li>excellent quality</li></ol>			
游人	遊人	<span class="tone2">yóu</span> <span class="tone2">rén</span>	<ol><li>a tourist</li></ol>			
游玩	遊玩	<span class="tone2">yóu</span> <span class="tone2">wán</span>	<ol><li>to amuse oneself</li><li>to have fun</li><li>to go sightseeing</li><li>to take a stroll</li></ol>			
游戏机	遊戲機	<span class="tone2">yóu</span> <span class="tone4">xì</span> <span class="tone1">jī</span>	<ol><li>video game machine</li><li>video game console</li></ol>			
游行	遊行	<span class="tone2">yóu</span> <span class="tone2">xíng</span>	<ol><li>to march; to parade; to demonstrate</li><li>procession; march; demonstration</li><li>to travel around; to roam</li></ol>			
有关	有關	<span class="tone3">yǒu</span> <span class="tone1">guān</span>	<ol><li>to have sth to do with</li><li>to relate to</li><li>related to</li><li>to concern</li><li>concerning</li></ol>			
有没有	有沒有	<span class="tone3">yǒu</span> <span class="tone2">méi</span> <span class="tone3">yǒu</span>	<ol><li>(before a noun) Do (you, they etc) have ...?</li><li>Is there a ...?</li><li>(before a verb) Did (you, they etc) (verb, infinitive)?</li><li>Have (you, they etc) (verb, past participle)?</li></ol>			
有事		<span class="tone3">yǒu</span> <span class="tone4">shì</span>	<ol><li>to be occupied with sth</li><li>to have sth on one's mind</li><li>there is something the matter</li></ol>			
于	於	<span class="tone2">yú</span>	<ol><li>(of time or place) in; at; on</li><li>(indicating any indirect relation) to; toward; vis-à-vis; with regard to; for</li><li>(indicating a source) from; out of</li><li>(used in comparison) than</li><li>(used in the passive voice) by</li></ol>			<span class="nobr">鱼</span>
于		<span class="tone2">yú</span>	<ol><li>to go</li><li>to take</li><li>sentence-final interrogative particle</li></ol>			<span class="nobr">鱼</span>
于		<span class="tone2">Yú</span>	<ol><li>surname Yu</li></ol>			<span class="nobr">鱼</span>
娱乐	娛樂	<span class="tone2">yú</span> <span class="tone4">lè</span>	<ol><li>to entertain</li><li>to amuse</li><li>entertainment</li><li>recreation</li><li>amusement</li><li>hobby</li><li>fun</li><li>joy</li></ol>			
愉快		<span class="tone2">yú</span> <span class="tone4">kuài</span>	<ol><li>cheerful</li><li>cheerily</li><li>delightful</li><li>pleasant</li><li>pleasantly</li><li>pleasing</li><li>happy</li><li>delighted</li></ol>			
与	與	<span class="tone3">yǔ</span>	<ol><li>and</li><li>to give</li><li>together with</li></ol>			
与	與	<span class="tone4">yù</span>	<ol><li>to take part in</li></ol>			<span class="nobr">玉</span> <span class="nobr">遇</span>
宇航员	宇航員	<span class="tone3">yǔ</span> <span class="tone2">háng</span> <span class="tone2">yuán</span>	<ol><li>astronaut</li></ol>			
雨衣		<span class="tone3">yǔ</span> <span class="tone1">yī</span>	<ol><li>raincoat</li></ol>	件(<span class="tone4">jiàn</span>)		
预约	預約	<span class="tone4">yù</span> <span class="tone1">yuē</span>	<ol><li>booking</li><li>reservation</li><li>to book</li><li>to make an appointment</li></ol>			
元素		<span class="tone2">yuán</span> <span class="tone4">sù</span>	<ol><li>element (key component of sth)</li><li>(chemistry) element</li><li>(math.) element (member of a set)</li></ol>			
园	園	<span class="tone2">yuán</span>	<ol><li>land used for growing plants</li><li>site used for public recreation</li></ol>			<span class="nobr">员</span> <span class="nobr">圆</span>
园	園	<span class="tone2">Yuán</span>	<ol><li>surname Yuan</li></ol>			
园地	園地	<span class="tone2">yuán</span> <span class="tone4">dì</span>	<ol><li>garden area</li></ol>			
原		<span class="tone2">yuán</span>	<ol><li>former</li><li>original</li><li>primary</li><li>raw</li><li>level</li><li>cause</li><li>source</li></ol>			<span class="nobr">员</span> <span class="nobr">园</span> <span class="nobr">圆</span>
原		<span class="tone2">Yuán</span>	<ol><li>surname Yuan</li><li>(Japanese surname) Hara</li></ol>			<span class="nobr">园</span>
原告		<span class="tone2">yuán</span> <span class="tone4">gào</span>	<ol><li>complainant</li><li>plaintiff</li></ol>			
原谅	原諒	<span class="tone2">yuán</span> <span class="tone4">liàng</span>	<ol><li>to excuse</li><li>to forgive</li><li>to pardon</li></ol>			
圆珠笔	圓珠筆	<span class="tone2">yuán</span> <span class="tone1">zhū</span> <span class="tone3">bǐ</span>	<ol><li>ballpoint pen</li></ol>	支(<span class="tone1">zhī</span>), 枝(<span class="tone1">zhī</span>)		
援助		<span class="tone2">yuán</span> <span class="tone4">zhù</span>	<ol><li>to help</li><li>to support</li><li>to aid</li><li>aid</li><li>assistance</li></ol>			
缘故	緣故	<span class="tone2">yuán</span> <span class="tone4">gù</span>	<ol><li>reason</li><li>cause</li></ol>			
远方	遠方	<span class="tone3">yuǎn</span> <span class="tone1">fāng</span>	<ol><li>far away</li><li>a distant location</li></ol>			
远离	遠離	<span class="tone3">yuǎn</span> <span class="tone2">lí</span>	<ol><li>to be far from</li><li>to keep away from</li></ol>			
远远	遠遠	<span class="tone3">yuǎn</span> <span class="tone3">yuǎn</span>	<ol><li>distant</li><li>by far</li></ol>			
约定	約定	<span class="tone1">yuē</span> <span class="tone4">dìng</span>	<ol><li>to agree on sth (after discussion)</li><li>to conclude a bargain</li><li>to arrange</li><li>to promise</li><li>to stipulate</li><li>to make an appointment</li><li>stipulated (time, amount, quality etc)</li><li>an arrangement</li><li>a deal</li><li>appointment</li><li>undertaking</li><li>commitment</li><li>understanding</li><li>engagement</li><li>stipulation</li></ol>			
乐曲	樂曲	<span class="tone4">yuè</span> <span class="tone3">qǔ</span>	<ol><li>musical composition</li></ol>			
晕	暈	<span class="tone1">yūn</span>	<ol><li>confused</li><li>dizzy</li><li>giddy</li><li>to faint</li><li>to swoon</li><li>to lose consciousness</li><li>to pass out</li></ol>			
晕	暈	<span class="tone4">yùn</span>	<ol><li>dizzy</li><li>halo</li><li>ring around moon or sun</li></ol>			<span class="nobr">运</span>
允许	允許	<span class="tone3">yǔn</span> <span class="tone3">xǔ</span>	<ol><li>to permit</li><li>to allow</li></ol>			
运作	運作	<span class="tone4">yùn</span> <span class="tone4">zuò</span>	<ol><li>to operate</li><li>operations</li><li>workings</li><li>activities (usu. of an organization)</li><li>thread (computing)</li></ol>			
晕车	暈車	<span class="tone4">yùn</span> <span class="tone1">chē</span>	<ol><li>to be carsick</li></ol>			
杂	雜	<span class="tone2">zá</span>	<ol><li>mixed</li><li>miscellaneous</li><li>various</li><li>to mix</li></ol>			<span class="nobr">咱</span>
再生		<span class="tone4">zài</span> <span class="tone1">shēng</span>	<ol><li>to be reborn</li><li>to regenerate</li><li>to be a second so-and-so (famous dead person)</li><li>recycling</li><li>regeneration</li></ol>			
再说	再說	<span class="tone4">zài</span> <span class="tone1">shuō</span>	<ol><li>to say again</li><li>to put off a discussion until later</li><li>moreover</li><li>what's more</li><li>besides</li></ol>			
遭到		<span class="tone1">zāo</span> <span class="tone4">dào</span>	<ol><li>to suffer</li><li>to meet with (sth unfortunate)</li></ol>			
遭受		<span class="tone1">zāo</span> <span class="tone4">shòu</span>	<ol><li>to suffer; to sustain (loss, misfortune)</li></ol>			
遭遇		<span class="tone1">zāo</span> <span class="tone4">yù</span>	<ol><li>to meet with</li><li>to encounter</li><li>(bitter) experience</li></ol>			
早晚		<span class="tone3">zǎo</span> <span class="tone3">wǎn</span>	<ol><li>morning and evening</li><li>(dialect) some time in the future; some day</li></ol>			
增进	增進	<span class="tone1">zēng</span> <span class="tone4">jìn</span>	<ol><li>to promote</li><li>to enhance</li><li>to further</li><li>to advance (a cause etc)</li></ol>			
增值		<span class="tone1">zēng</span> <span class="tone2">zhí</span>	<ol><li>to appreciate (financially)</li><li>to increase in value</li><li>value-added (accountancy)</li></ol>			
扎		<span class="tone1">zhā</span>	<ol><li>to prick</li><li>to run or stick (a needle etc) into</li><li>mug or jug used for serving beer (loanword from "jar")</li></ol>			
扎	紮	<span class="tone1">zhā</span>	<ol><li>(of troops) to be stationed (at)</li></ol>		<span class="tone2">zhá</span>	
扎		<span class="tone2">zhá</span>	<ol><li>used in 掙扎｜挣扎</li></ol>			
扎	紮	<span class="tone1">zā</span>	<ol><li>to tie</li><li>to bind</li><li>classifier for flowers, banknotes etc: bundle</li></ol>		<span class="tone2">zhá</span>	
扎实	扎實	<span class="tone1">zhā</span> <span class="tone5">shi</span>	<ol><li>strong</li><li>solid</li><li>sturdy</li><li>firm</li><li>practical</li></ol>			
炸		<span class="tone4">zhà</span>	<ol><li>to burst; to explode</li><li>to blow up; to bomb</li><li>(coll.) to fly into a rage</li><li>(coll.) to scamper off; to scatter</li></ol>			
炸		<span class="tone2">zhá</span>	<ol><li>to deep fry</li><li>(coll.) to blanch (a vegetable)</li></ol>		<span class="tone4">zhà</span>	<span class="nobr">扎</span>
炸弹	炸彈	<span class="tone4">zhà</span> <span class="tone4">dàn</span>	<ol><li>bomb</li></ol>	枚(<span class="tone2">méi</span>), 颗|顆(<span class="tone1">kē</span>)		
炸药	炸藥	<span class="tone4">zhà</span> <span class="tone4">yào</span>	<ol><li>explosive (material)</li></ol>			
债	債	<span class="tone4">zhài</span>	<ol><li>debt</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		
占据	佔據	<span class="tone4">zhàn</span> <span class="tone4">jù</span>	<ol><li>to occupy; to hold</li></ol>			
战场	戰場	<span class="tone4">zhàn</span> <span class="tone3">chǎng</span>	<ol><li>battlefield</li></ol>	个|個(<span class="tone4">gè</span>)		
战略	戰略	<span class="tone4">zhàn</span> <span class="tone4">lüè</span>	<ol><li>strategy</li></ol>			
战术	戰術	<span class="tone4">zhàn</span> <span class="tone4">shù</span>	<ol><li>tactics</li></ol>			
战友	戰友	<span class="tone4">zhàn</span> <span class="tone3">yǒu</span>	<ol><li>comrade-in-arms</li><li>battle companion</li></ol>			<span class="nobr">占有</span>
站台	站臺	<span class="tone4">zhàn</span> <span class="tone2">tái</span>	<ol><li>platform (at a railway station)</li><li>(Tw) (of an influential person) to publicly lend one's support (e.g. for an election candidate)</li><li>(Tw) website</li></ol>			
章		<span class="tone1">zhāng</span>	<ol><li>chapter</li><li>section</li><li>clause</li><li>movement (of symphony)</li><li>seal</li><li>badge</li><li>regulation</li><li>order</li></ol>			<span class="nobr">张</span>
章		<span class="tone1">Zhāng</span>	<ol><li>surname Zhang</li></ol>			<span class="nobr">张</span>
