#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
难道	難道	<span class="tone2">nán</span> <span class="tone4">dào</span>	<ol><li>don't tell me ...</li><li>could it be that...?</li></ol>			
难度	難度	<span class="tone2">nán</span> <span class="tone4">dù</span>	<ol><li>degree of difficulty</li></ol>			
内	內	<span class="tone4">nèi</span>	<ol><li>inside</li><li>inner</li><li>internal</li><li>within</li><li>interior</li></ol>			
内容	內容	<span class="tone4">nèi</span> <span class="tone2">róng</span>	<ol><li>content</li><li>substance</li><li>details</li></ol>	个|個(<span class="tone4">gè</span>), 项|項(<span class="tone4">xiàng</span>)		
内心	內心	<span class="tone4">nèi</span> <span class="tone1">xīn</span>	<ol><li>heart; innermost being</li><li>(math.) incenter</li></ol>			
能力		<span class="tone2">néng</span> <span class="tone4">lì</span>	<ol><li>capability</li><li>ability</li></ol>	个|個(<span class="tone4">gè</span>)		
年初		<span class="tone2">nián</span> <span class="tone1">chū</span>	<ol><li>beginning of the year</li></ol>			
年代		<span class="tone2">nián</span> <span class="tone4">dài</span>	<ol><li>a decade of a century (e.g. the Sixties)</li><li>age</li><li>era</li><li>period</li></ol>	个|個(<span class="tone4">gè</span>)		
年底		<span class="tone2">nián</span> <span class="tone3">dǐ</span>	<ol><li>the end of the year</li><li>year-end</li></ol>			
年纪	年紀	<span class="tone2">nián</span> <span class="tone4">jì</span>	<ol><li>age</li></ol>	把(<span class="tone3">bǎ</span>), 个|個(<span class="tone4">gè</span>)		
念		<span class="tone4">niàn</span>	<ol><li>to read</li><li>to study (a subject)</li><li>to attend (a school)</li><li>to read aloud</li><li>to give (sb) a tongue-lashing (CL:頓｜顿)</li><li>to miss (sb)</li><li>idea</li><li>remembrance</li><li>twenty (banker's anti-fraud numeral corresponding to 廿)</li></ol>			
牛		<span class="tone2">niú</span>	<ol><li>ox</li><li>cow</li><li>bull</li><li>newton (abbr. for 牛頓｜牛顿)</li><li>(slang) awesome</li></ol>	条|條(<span class="tone2">tiáo</span>), 头|頭(<span class="tone2">tóu</span>)		
牛		<span class="tone2">Niú</span>	<ol><li>surname Niu</li></ol>			
农村	農村	<span class="tone2">nóng</span> <span class="tone1">cūn</span>	<ol><li>rural area</li><li>village</li></ol>	个|個(<span class="tone4">gè</span>)		
农民	農民	<span class="tone2">nóng</span> <span class="tone2">mín</span>	<ol><li>peasant; farmer</li></ol>			
农业	農業	<span class="tone2">nóng</span> <span class="tone4">yè</span>	<ol><li>agriculture</li><li>farming</li></ol>			
女子		<span class="tone3">nǚ</span> <span class="tone3">zǐ</span>	<ol><li>woman</li><li>female</li></ol>			
暖和		<span class="tone3">nuǎn</span> <span class="tone5">huo</span>	<ol><li>warm</li><li>nice and warm</li></ol>			
拍		<span class="tone1">pāi</span>	<ol><li>to pat</li><li>to clap</li><li>to slap</li><li>to swat</li><li>to take (a photo)</li><li>to shoot (a film)</li><li>racket (sports)</li><li>beat (music)</li></ol>			
排名		<span class="tone2">pái</span> <span class="tone2">míng</span>	<ol><li>to rank (1st, 2nd etc)</li><li>ranking</li></ol>			
牌子		<span class="tone2">pái</span> <span class="tone5">zi</span>	<ol><li>sign</li><li>trademark</li><li>brand</li></ol>			
派		<span class="tone4">pài</span>	<ol><li>clique</li><li>school</li><li>group</li><li>faction</li><li>to dispatch</li><li>to send</li><li>to assign</li><li>to appoint</li><li>pi (Greek letter Ππ)</li><li>the circular ratio pi = 3.1415926</li><li>(loanword) pie</li></ol>			
派		<span class="tone1">pā</span>	<ol><li>used in 派司</li></ol>			
判断	判斷	<span class="tone4">pàn</span> <span class="tone4">duàn</span>	<ol><li>to judge</li><li>to determine</li><li>judgment</li></ol>			
胖		<span class="tone4">pàng</span>	<ol><li>fat</li><li>plump</li></ol>			
胖		<span class="tone2">pán</span>	<ol><li>healthy</li><li>at ease</li></ol>			
跑步		<span class="tone3">pǎo</span> <span class="tone4">bù</span>	<ol><li>to run</li><li>to jog</li><li>(military) to march at the double</li></ol>			
配		<span class="tone4">pèi</span>	<ol><li>to join</li><li>to fit</li><li>to mate</li><li>to mix</li><li>to match</li><li>to deserve</li><li>to make up (a prescription)</li><li>to allocate</li></ol>			
配合		<span class="tone4">pèi</span> <span class="tone2">hé</span>	<ol><li>matching</li><li>fitting in with</li><li>compatible with</li><li>to correspond</li><li>to fit</li><li>to conform to</li><li>rapport</li><li>to coordinate with</li><li>to act in concert with</li><li>to cooperate</li><li>to become man and wife</li><li>to combine parts of machine</li></ol>			
批评	批評	<span class="tone1">pī</span> <span class="tone2">píng</span>	<ol><li>to criticize; criticism</li></ol>	次(<span class="tone4">cì</span>), 番(<span class="tone1">fān</span>)		
批准		<span class="tone1">pī</span> <span class="tone3">zhǔn</span>	<ol><li>to approve; to ratify</li></ol>			
皮		<span class="tone2">pí</span>	<ol><li>leather</li><li>skin</li><li>fur</li><li>pico- (one trillionth)</li><li>naughty</li></ol>	张|張(<span class="tone1">zhāng</span>)		
皮		<span class="tone2">Pí</span>	<ol><li>surname Pi</li></ol>			
皮包		<span class="tone2">pí</span> <span class="tone1">bāo</span>	<ol><li>handbag</li><li>briefcase</li></ol>			
啤酒		<span class="tone2">pí</span> <span class="tone3">jiǔ</span>	<ol><li>beer (loanword)</li></ol>	杯(<span class="tone1">bēi</span>), 瓶(<span class="tone2">píng</span>), 罐(<span class="tone4">guàn</span>), 桶(<span class="tone3">tǒng</span>), 缸(<span class="tone1">gāng</span>)		
票价	票價	<span class="tone4">piào</span> <span class="tone4">jià</span>	<ol><li>ticket price; fare; admission fee</li></ol>			
评价	評價	<span class="tone2">píng</span> <span class="tone4">jià</span>	<ol><li>to evaluate</li><li>to assess</li></ol>			
苹果	蘋果	<span class="tone2">píng</span> <span class="tone3">guǒ</span>	<ol><li>apple</li></ol>	个|個(<span class="tone4">gè</span>), 颗|顆(<span class="tone1">kē</span>)		
破		<span class="tone4">pò</span>	<ol><li>broken</li><li>damaged</li><li>worn out</li><li>lousy</li><li>rotten</li><li>to break, split or cleave</li><li>to get rid of</li><li>to destroy</li><li>to break with</li><li>to defeat</li><li>to capture (a city etc)</li><li>to expose the truth of</li></ol>			
破坏	破壞	<span class="tone4">pò</span> <span class="tone4">huài</span>	<ol><li>destruction</li><li>damage</li><li>to wreck</li><li>to break</li><li>to destroy</li></ol>			
普遍		<span class="tone3">pǔ</span> <span class="tone4">biàn</span>	<ol><li>universal</li><li>general</li><li>widespread</li><li>common</li></ol>			
普及		<span class="tone3">pǔ</span> <span class="tone2">jí</span>	<ol><li>to spread extensively</li><li>to generalize</li><li>widespread</li><li>popular</li><li>universal</li><li>ubiquitous</li><li>pervasive</li></ol>			
期		<span class="tone1">qī</span>	<ol><li>a period of time</li><li>phase</li><li>stage</li><li>classifier for issues of a periodical, courses of study</li><li>time</li><li>term</li><li>period</li><li>to hope</li></ol>		<span class="tone2">qí</span>	
期	朞	<span class="tone1">qī</span>	<ol><li>period</li><li>cycle</li></ol>			
齐	齊	<span class="tone2">qí</span>	<ol><li>neat</li><li>even</li><li>level with</li><li>identical</li><li>simultaneous</li><li>all together</li><li>to even sth out</li></ol>			<span class="nobr">骑</span>
齐	齊	<span class="tone2">Qí</span>	<ol><li>(name of states and dynasties at several different periods)</li><li>surname Qi</li></ol>			
其次		<span class="tone2">qí</span> <span class="tone4">cì</span>	<ol><li>next</li><li>secondly</li></ol>			
其实	其實	<span class="tone2">qí</span> <span class="tone2">shí</span>	<ol><li>actually; in fact; really</li></ol>			
奇怪		<span class="tone2">qí</span> <span class="tone4">guài</span>	<ol><li>strange</li><li>odd</li><li>to marvel</li><li>to be baffled</li></ol>			
气候	氣候	<span class="tone4">qì</span> <span class="tone4">hòu</span>	<ol><li>(meteorology) climate</li><li>(fig.) climate; prevailing conditions (in human affairs)</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
千万	千萬	<span class="tone1">qiān</span> <span class="tone4">wàn</span>	<ol><li>ten million</li><li>countless</li><li>many</li><li>one must by all means</li></ol>			
前后	前後	<span class="tone2">qián</span> <span class="tone4">hòu</span>	<ol><li>around</li><li>from beginning to end</li><li>all around</li><li>front and rear</li></ol>			
前进	前進	<span class="tone2">qián</span> <span class="tone4">jìn</span>	<ol><li>to go forward</li><li>to forge ahead</li><li>to advance</li><li>onward</li></ol>			
前面		<span class="tone2">qián</span> <span class="tone4">miàn</span>	<ol><li>ahead</li><li>in front</li><li>preceding</li><li>above</li><li>also pr. [qian2 mian5]</li></ol>			
前往		<span class="tone2">qián</span> <span class="tone3">wǎng</span>	<ol><li>to leave for; to proceed towards; to go to</li></ol>			
强	強	<span class="tone2">qiáng</span>	<ol><li>strong</li><li>powerful</li><li>better</li><li>slightly more than</li><li>vigorous</li><li>violent</li><li>best in their category, e.g. see 百強｜百强</li></ol>			<span class="nobr">墙</span>
强	強	<span class="tone2">Qiáng</span>	<ol><li>surname Qiang</li></ol>			
强	強	<span class="tone4">jiàng</span>	<ol><li>stubborn</li><li>unyielding</li></ol>			
强	強	<span class="tone3">qiǎng</span>	<ol><li>to force</li><li>to compel</li><li>to strive</li><li>to make an effort</li></ol>			
强大	強大	<span class="tone2">qiáng</span> <span class="tone4">dà</span>	<ol><li>big and strong; formidable; powerful</li></ol>			
强调	強調	<span class="tone2">qiáng</span> <span class="tone4">diào</span>	<ol><li>to emphasize (a statement)</li><li>to stress</li></ol>			
强烈	強烈	<span class="tone2">qiáng</span> <span class="tone4">liè</span>	<ol><li>strong; intense</li></ol>			
桥	橋	<span class="tone2">qiáo</span>	<ol><li>bridge</li></ol>	座(<span class="tone4">zuò</span>)		
巧		<span class="tone3">qiǎo</span>	<ol><li>opportunely</li><li>coincidentally</li><li>as it happens</li><li>skillful</li><li>timely</li></ol>			
亲	親	<span class="tone1">qīn</span>	<ol><li>parent</li><li>one's own (flesh and blood)</li><li>relative</li><li>related</li><li>marriage</li><li>bride</li><li>close</li><li>intimate</li><li>in person</li><li>first-hand</li><li>in favor of</li><li>pro-</li><li>to kiss</li><li>(Internet slang) dear</li></ol>			
亲	親	<span class="tone4">qìng</span>	<ol><li>parents-in-law of one's offspring</li></ol>			
亲切	親切	<span class="tone1">qīn</span> <span class="tone4">qiè</span>	<ol><li>amiable</li><li>cordial</li><li>close and dear</li><li>familiar</li></ol>			
亲人	親人	<span class="tone1">qīn</span> <span class="tone2">rén</span>	<ol><li>one's close relatives</li></ol>			
亲自	親自	<span class="tone1">qīn</span> <span class="tone4">zì</span>	<ol><li>personally</li><li>in person</li><li>oneself</li></ol>			
情感		<span class="tone2">qíng</span> <span class="tone3">gǎn</span>	<ol><li>feeling</li><li>emotion</li><li>to move (emotionally)</li></ol>			
情况	情況	<span class="tone2">qíng</span> <span class="tone4">kuàng</span>	<ol><li>circumstances; state of affairs; situation</li></ol>	个|個(<span class="tone4">gè</span>), 种|種(<span class="tone3">zhǒng</span>)		
请教	請教	<span class="tone3">qǐng</span> <span class="tone4">jiào</span>	<ol><li>to ask for guidance</li><li>to consult</li></ol>			
庆祝	慶祝	<span class="tone4">qìng</span> <span class="tone4">zhù</span>	<ol><li>to celebrate</li></ol>			
球迷		<span class="tone2">qiú</span> <span class="tone2">mí</span>	<ol><li>fan (ball sports)</li></ol>	个|個(<span class="tone4">gè</span>)		
区	區	<span class="tone1">qū</span>	<ol><li>area</li><li>region</li><li>district</li><li>small</li><li>distinguish</li></ol>	个|個(<span class="tone4">gè</span>)		
区	區	<span class="tone1">Ōu</span>	<ol><li>surname Ou</li></ol>			
区别	區別	<span class="tone1">qū</span> <span class="tone2">bié</span>	<ol><li>difference</li><li>to distinguish</li><li>to discriminate</li><li>to make a distinction</li></ol>	个|個(<span class="tone4">gè</span>)		
取消		<span class="tone3">qǔ</span> <span class="tone1">xiāo</span>	<ol><li>to cancel</li><li>cancellation</li></ol>			
去世		<span class="tone4">qù</span> <span class="tone4">shì</span>	<ol><li>to pass away</li><li>to die</li></ol>			
全场	全場	<span class="tone2">quán</span> <span class="tone3">chǎng</span>	<ol><li>everyone present</li><li>the whole audience</li><li>across-the-board</li><li>unanimously</li><li>whole duration (of a competition or match)</li></ol>			
全面		<span class="tone2">quán</span> <span class="tone4">miàn</span>	<ol><li>all-around</li><li>comprehensive</li><li>total</li><li>overall</li></ol>			
全球		<span class="tone2">quán</span> <span class="tone2">qiú</span>	<ol><li>the whole world</li><li>worldwide; global</li></ol>			
缺		<span class="tone1">quē</span>	<ol><li>deficiency</li><li>lack</li><li>scarce</li><li>vacant post</li><li>to run short of</li></ol>			
缺点	缺點	<span class="tone1">quē</span> <span class="tone3">diǎn</span>	<ol><li>weak point</li><li>fault</li><li>shortcoming</li><li>disadvantage</li></ol>	个|個(<span class="tone4">gè</span>)		
缺少		<span class="tone1">quē</span> <span class="tone3">shǎo</span>	<ol><li>lack</li><li>shortage of</li><li>shortfall</li><li>to be short (of)</li><li>to lack</li></ol>			
确保	確保	<span class="tone4">què</span> <span class="tone3">bǎo</span>	<ol><li>to ensure; to guarantee</li></ol>			
确定	確定	<span class="tone4">què</span> <span class="tone4">dìng</span>	<ol><li>definite</li><li>certain</li><li>fixed</li><li>to fix (on sth)</li><li>to determine</li><li>to be sure</li><li>to ensure</li><li>to make certain</li><li>to ascertain</li><li>to clinch</li><li>to recognize</li><li>to confirm</li><li>OK (on computer dialog box)</li></ol>			
确实	確實	<span class="tone4">què</span> <span class="tone2">shí</span>	<ol><li>indeed</li><li>really</li><li>reliable</li><li>real</li><li>true</li></ol>			
裙子		<span class="tone2">qún</span> <span class="tone5">zi</span>	<ol><li>skirt</li></ol>	条|條(<span class="tone2">tiáo</span>)		
群		<span class="tone2">qún</span>	<ol><li>group</li><li>crowd</li><li>flock, herd, pack etc</li></ol>			
热爱	熱愛	<span class="tone4">rè</span> <span class="tone4">ài</span>	<ol><li>to love ardently</li><li>to adore</li></ol>			
热烈	熱烈	<span class="tone4">rè</span> <span class="tone4">liè</span>	<ol><li>enthusiastic</li><li>ardent</li><li>warm</li></ol>			
人才		<span class="tone2">rén</span> <span class="tone2">cái</span>	<ol><li>talent</li><li>talented person</li><li>looks</li><li>attractive looks</li></ol>			
人工		<span class="tone2">rén</span> <span class="tone1">gōng</span>	<ol><li>artificial</li><li>manpower</li><li>manual work</li></ol>			
人类	人類	<span class="tone2">rén</span> <span class="tone4">lèi</span>	<ol><li>humanity</li><li>human race</li><li>mankind</li></ol>			
人民		<span class="tone2">rén</span> <span class="tone2">mín</span>	<ol><li>the people</li></ol>	个|個(<span class="tone4">gè</span>)		
人民币	人民幣	<span class="tone2">rén</span> <span class="tone2">mín</span> <span class="tone4">bì</span>	<ol><li>Renminbi (RMB)</li><li>Chinese Yuan (CNY)</li></ol>			
人群		<span class="tone2">rén</span> <span class="tone2">qún</span>	<ol><li>crowd</li></ol>			
人生		<span class="tone2">rén</span> <span class="tone1">shēng</span>	<ol><li>life (one's time on earth)</li></ol>			
人员	人員	<span class="tone2">rén</span> <span class="tone2">yuán</span>	<ol><li>staff</li><li>crew</li><li>personnel</li></ol>	个|個(<span class="tone4">gè</span>)		
认出	認出	<span class="tone4">rèn</span> <span class="tone1">chū</span>	<ol><li>recognition</li><li>to recognize</li></ol>			
认得	認得	<span class="tone4">rèn</span> <span class="tone5">de</span>	<ol><li>to recognize</li><li>to remember sth (or sb) on seeing it</li><li>to know</li></ol>			
认可	認可	<span class="tone4">rèn</span> <span class="tone3">kě</span>	<ol><li>to approve</li><li>approval</li><li>acknowledgment</li><li>OK</li></ol>			
任		<span class="tone4">rèn</span>	<ol><li>to assign</li><li>to appoint</li><li>to take up a post</li><li>office</li><li>responsibility</li><li>to let</li><li>to allow</li><li>to give free rein to</li><li>no matter (how, what etc)</li><li>classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友)</li></ol>			
任		<span class="tone2">Rén</span>	<ol><li>surname Ren</li><li>Ren County 任縣｜任县 in Hebei</li></ol>			
任何		<span class="tone4">rèn</span> <span class="tone2">hé</span>	<ol><li>any; whatever; whichever</li></ol>			
任务	任務	<span class="tone4">rèn</span> <span class="tone5">wu</span>	<ol><li>mission; assignment; task; duty; role</li></ol>	项|項(<span class="tone4">xiàng</span>), 个|個(<span class="tone4">gè</span>)		
仍		<span class="tone2">réng</span>	<ol><li>still; yet</li><li>to remain</li><li>(literary) frequently; often</li></ol>			
仍然		<span class="tone2">réng</span> <span class="tone2">rán</span>	<ol><li>still; as before; yet</li></ol>			
日常		<span class="tone4">rì</span> <span class="tone2">cháng</span>	<ol><li>day-to-day; daily; everyday</li></ol>			
容易		<span class="tone2">róng</span> <span class="tone4">yì</span>	<ol><li>easy; straightforward</li><li>likely; liable to; apt to</li></ol>			
如何		<span class="tone2">rú</span> <span class="tone2">hé</span>	<ol><li>how</li><li>what way</li><li>what</li></ol>			
散步		<span class="tone4">sàn</span> <span class="tone4">bù</span>	<ol><li>to take a walk; to go for a walk</li></ol>			
沙发	沙發	<span class="tone1">shā</span> <span class="tone1">fā</span>	<ol><li>sofa (loanword)</li><li>(Internet slang) the first reply or replier to a forum post</li></ol>	条|條(<span class="tone2">tiáo</span>), 张|張(<span class="tone1">zhāng</span>)		
沙子		<span class="tone1">shā</span> <span class="tone5">zi</span>	<ol><li>sand</li><li>grit</li></ol>	粒(<span class="tone4">lì</span>), 把(<span class="tone3">bǎ</span>)		
伤	傷	<span class="tone1">shāng</span>	<ol><li>to injure</li><li>injury</li><li>wound</li></ol>			
伤心	傷心	<span class="tone1">shāng</span> <span class="tone1">xīn</span>	<ol><li>to grieve</li><li>to be broken-hearted</li><li>to feel deeply hurt</li></ol>			
商品		<span class="tone1">shāngpǐn</span>	<ol><li>commodity; goods; merchandise</li></ol>	件(<span class="tone4">jiàn</span>)		
商业	商業	<span class="tone1">shāng</span> <span class="tone4">yè</span>	<ol><li>business</li><li>trade</li><li>commerce</li></ol>			
上来	上來	<span class="tone4">shàng</span> <span class="tone2">lái</span>	<ol><li>to come up</li><li>to approach</li><li>(verb complement indicating success)</li></ol>			
上面		<span class="tone4">shàng</span> <span class="tone4">miàn</span>	<ol><li>on top of</li><li>above-mentioned</li><li>also pr. [shang4 mian5]</li></ol>			
上去		<span class="tone4">shàng</span> <span class="tone4">qù</span>	<ol><li>to go up</li></ol>			
上升		<span class="tone4">shàng</span> <span class="tone1">shēng</span>	<ol><li>to rise</li><li>to go up</li><li>to ascend</li></ol>			
上衣		<span class="tone4">shàng</span> <span class="tone1">yī</span>	<ol><li>jacket</li><li>upper outer garment</li></ol>	件(<span class="tone4">jiàn</span>)		
设备	設備	<span class="tone4">shè</span> <span class="tone4">bèi</span>	<ol><li>equipment; facilities; installations</li></ol>	个|個(<span class="tone4">gè</span>)		
设计	設計	<span class="tone4">shè</span> <span class="tone4">jì</span>	<ol><li>to design; to plan</li><li>design; plan</li></ol>			
设立	設立	<span class="tone4">shè</span> <span class="tone4">lì</span>	<ol><li>to set up; to establish</li></ol>			
社会	社會	<span class="tone4">shè</span> <span class="tone4">huì</span>	<ol><li>society</li></ol>	个|個(<span class="tone4">gè</span>)		
身份证	身份證	<span class="tone1">shēn</span> <span class="tone4">fèn</span> <span class="tone4">zhèng</span>	<ol><li>identity card</li><li>ID</li></ol>			
深		<span class="tone1">shēn</span>	<ol><li>deep (lit. and fig.)</li></ol>			
深	㴱	<span class="tone1">shēn</span>	<ol><li>old variant of 深</li></ol>			
深刻		<span class="tone1">shēn</span> <span class="tone4">kè</span>	<ol><li>profound</li><li>deep</li><li>deep-going</li></ol>			
深入		<span class="tone1">shēn</span> <span class="tone4">rù</span>	<ol><li>to penetrate deeply</li><li>thorough</li></ol>			
升		<span class="tone1">shēng</span>	<ol><li>to ascend</li><li>to rise to the rank of</li><li>to promote</li><li>to hoist</li><li>liter</li><li>measure for dry grain equal to one-tenth dou 斗</li></ol>			<span class="nobr">生</span>
生产	生產	<span class="tone1">shēng</span> <span class="tone3">chǎn</span>	<ol><li>to produce; to manufacture</li><li>to give birth to a child</li></ol>			
生存		<span class="tone1">shēng</span> <span class="tone2">cún</span>	<ol><li>to exist</li><li>to survive</li></ol>			
生动	生動	<span class="tone1">shēng</span> <span class="tone4">dòng</span>	<ol><li>vivid</li><li>lively</li></ol>			
生命		<span class="tone1">shēng</span> <span class="tone4">mìng</span>	<ol><li>life (as the characteristic of living beings)</li><li>living being; creature (CL:個｜个,條｜条)</li></ol>			
生意		<span class="tone1">shēng</span> <span class="tone5">yi</span>	<ol><li>business</li></ol>	笔|筆(<span class="tone3">bǐ</span>)		
生意		<span class="tone1">shēng</span> <span class="tone4">yì</span>	<ol><li>life force</li><li>vitality</li></ol>			
生长	生長	<span class="tone1">shēng</span> <span class="tone3">zhǎng</span>	<ol><li>to grow</li><li>to grow up</li><li>to be brought up</li></ol>			
声明	聲明	<span class="tone1">shēng</span> <span class="tone2">míng</span>	<ol><li>to state</li><li>to declare</li><li>statement</li><li>declaration</li></ol>	项|項(<span class="tone4">xiàng</span>), 份(<span class="tone4">fèn</span>)		
胜	勝	<span class="tone4">shèng</span>	<ol><li>victory</li><li>success</li><li>to beat</li><li>to defeat</li><li>to surpass</li><li>victorious</li><li>superior to</li><li>to get the better of</li><li>better than</li><li>surpassing</li><li>superb (of vista)</li><li>beautiful (scenery)</li><li>wonderful (view)</li><li>(Taiwan pr. [sheng1]) able to bear</li><li>equal to (a task)</li></ol>			
胜利	勝利	<span class="tone4">shèng</span> <span class="tone4">lì</span>	<ol><li>victory</li></ol>	个|個(<span class="tone4">gè</span>)		
失去		<span class="tone1">shī</span> <span class="tone4">qù</span>	<ol><li>to lose</li></ol>			
石头	石頭	<span class="tone2">shí</span> <span class="tone5">tou</span>	<ol><li>stone</li></ol>	块|塊(<span class="tone4">kuài</span>)		
石油		<span class="tone2">shí</span> <span class="tone2">yóu</span>	<ol><li>oil</li><li>petroleum</li></ol>			
时	時	<span class="tone2">shí</span>	<ol><li>o'clock</li><li>time</li><li>when</li><li>hour</li><li>season</li><li>period</li></ol>			
时	旹	<span class="tone2">shí</span>	<ol><li>old variant of 時｜时</li></ol>			
时	時	<span class="tone2">Shí</span>	<ol><li>surname Shi</li></ol>			
时代	時代	<span class="tone2">shí</span> <span class="tone4">dài</span>	<ol><li>age</li><li>era</li><li>epoch</li><li>period (in one's life)</li></ol>	个|個(<span class="tone4">gè</span>)		
时代	時代	<span class="tone2">Shí</span> <span class="tone4">dài</span>	<ol><li>Time, US weekly news magazine</li></ol>			
时刻	時刻	<span class="tone2">shí</span> <span class="tone4">kè</span>	<ol><li>time</li><li>juncture</li><li>moment</li><li>period of time</li><li>constantly</li><li>always</li></ol>	个|個(<span class="tone4">gè</span>), 段(<span class="tone4">duàn</span>)		
实际上	實際上	<span class="tone2">shí</span> <span class="tone4">jì</span> <span class="tone4">shàng</span>	<ol><li>in fact</li><li>in reality</li><li>as a matter of fact</li><li>in practice</li></ol>			
实力	實力	<span class="tone2">shí</span> <span class="tone4">lì</span>	<ol><li>strength</li></ol>			
实行	實行	<span class="tone2">shí</span> <span class="tone2">xíng</span>	<ol><li>to implement</li><li>to carry out</li><li>to put into practice</li></ol>			
实验	實驗	<span class="tone2">shí</span> <span class="tone4">yàn</span>	<ol><li>experiment</li><li>test</li><li>experimental</li><li>to experiment</li></ol>	个|個(<span class="tone4">gè</span>), 次(<span class="tone4">cì</span>)		
实验室	實驗室	<span class="tone2">shí</span> <span class="tone4">yàn</span> <span class="tone4">shì</span>	<ol><li>laboratory</li></ol>	间|間(<span class="tone1">jiān</span>)		
食品		<span class="tone2">shí</span> <span class="tone3">pǐn</span>	<ol><li>foodstuff; food; provisions</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
使		<span class="tone3">shǐ</span>	<ol><li>to make</li><li>to cause</li><li>to enable</li><li>to use</li><li>to employ</li><li>to send</li><li>to instruct sb to do sth</li><li>envoy</li><li>messenger</li></ol>			
始终	始終	<span class="tone3">shǐ</span> <span class="tone1">zhōng</span>	<ol><li>from beginning to end</li><li>all along</li></ol>			
世纪	世紀	<span class="tone4">shì</span> <span class="tone4">jì</span>	<ol><li>century</li></ol>	个|個(<span class="tone4">gè</span>)		
世界		<span class="tone4">shì</span> <span class="tone4">jiè</span>	<ol><li>world (CL:個｜个)</li></ol>			
世界杯		<span class="tone4">Shì</span> <span class="tone4">jiè</span> <span class="tone1">bēi</span>	<ol><li>World Cup</li></ol>			
市场	市場	<span class="tone4">shì</span> <span class="tone3">chǎng</span>	<ol><li>marketplace</li><li>market (also in abstract)</li></ol>			
事故		<span class="tone4">shì</span> <span class="tone4">gù</span>	<ol><li>accident</li></ol>	桩|樁(<span class="tone1">zhuāng</span>), 起(<span class="tone3">qǐ</span>), 次(<span class="tone4">cì</span>)		
事件		<span class="tone4">shì</span> <span class="tone4">jiàn</span>	<ol><li>event</li><li>happening</li><li>incident</li></ol>	个|個(<span class="tone4">gè</span>)		
事实	事實	<span class="tone4">shì</span> <span class="tone2">shí</span>	<ol><li>fact</li></ol>	个|個(<span class="tone4">gè</span>)		
事实上	事實上	<span class="tone4">shì</span> <span class="tone2">shí</span> <span class="tone4">shàng</span>	<ol><li>in fact</li><li>in reality</li><li>actually</li><li>as a matter of fact</li><li>de facto</li><li>ipso facto</li></ol>			
事业	事業	<span class="tone4">shì</span> <span class="tone4">yè</span>	<ol><li>undertaking</li><li>project</li><li>activity</li><li>(charitable, political or revolutionary) cause</li><li>publicly funded institution, enterprise or foundation</li><li>career</li><li>occupation</li></ol>	个|個(<span class="tone4">gè</span>)		
试题	試題	<span class="tone4">shì</span> <span class="tone2">tí</span>	<ol><li>exam question</li><li>test topic</li></ol>			
试验	試驗	<span class="tone4">shì</span> <span class="tone4">yàn</span>	<ol><li>experiment</li><li>test</li><li>to experiment</li><li>experimental</li></ol>	次(<span class="tone4">cì</span>), 个|個(<span class="tone4">gè</span>)		
适合	適合	<span class="tone4">shì</span> <span class="tone2">hé</span>	<ol><li>to fit; to suit</li></ol>			
适应	適應	<span class="tone4">shì</span> <span class="tone4">yìng</span>	<ol><li>to adapt</li><li>to fit</li><li>to suit</li></ol>			
适用	適用	<span class="tone4">shì</span> <span class="tone4">yòng</span>	<ol><li>to be applicable</li></ol>			
室		<span class="tone4">shì</span>	<ol><li>room</li><li>work unit</li><li>grave</li><li>scabbard</li><li>family or clan</li><li>one of the 28 constellations of Chinese astronomy</li></ol>			<span class="nobr">市</span>
室		<span class="tone4">Shì</span>	<ol><li>surname Shi</li></ol>			
收费	收費	<span class="tone1">shōu</span> <span class="tone4">fèi</span>	<ol><li>to charge a fee</li></ol>			
收看		<span class="tone1">shōu</span> <span class="tone4">kàn</span>	<ol><li>to watch (a TV program)</li></ol>			
收听	收聽	<span class="tone1">shōu</span> <span class="tone1">tīng</span>	<ol><li>to listen to (a radio broadcast)</li></ol>			
收音机	收音機	<span class="tone1">shōu</span> <span class="tone1">yīn</span> <span class="tone1">jī</span>	<ol><li>radio</li></ol>	台|臺(<span class="tone2">tái</span>)		
手续	手續	<span class="tone3">shǒu</span> <span class="tone4">xù</span>	<ol><li>procedure</li><li>formalities</li></ol>	道(<span class="tone4">dào</span>), 个|個(<span class="tone4">gè</span>)		
手指		<span class="tone3">shǒu</span> <span class="tone3">zhǐ</span>	<ol><li>finger</li></ol>	个|個(<span class="tone4">gè</span>), 只|隻(<span class="tone1">zhī</span>)		
首都		<span class="tone3">shǒu</span> <span class="tone1">dū</span>	<ol><li>capital (city)</li></ol>	个|個(<span class="tone4">gè</span>)		
首先		<span class="tone3">shǒu</span> <span class="tone1">xiān</span>	<ol><li>first (of all)</li><li>in the first place</li></ol>			
受		<span class="tone4">shòu</span>	<ol><li>to receive</li><li>to accept</li><li>to suffer</li><li>subjected to</li><li>to bear</li><li>to stand</li><li>pleasant</li><li>(passive marker)</li></ol>			
