#Simplified	Traditional	Pinyin	English	Classifier	Taiwan Pinyin	Words With Same Pinyin
纤维	纖維	<span class="tone1">xiān</span> <span class="tone2">wéi</span>	<ol><li>fiber</li></ol>	种|種(<span class="tone3">zhǒng</span>)		
显现	顯現	<span class="tone3">xiǎn</span> <span class="tone4">xiàn</span>	<ol><li>appearance</li><li>to appear</li></ol>			
现行	現行	<span class="tone4">xiàn</span> <span class="tone2">xíng</span>	<ol><li>to be in effect</li><li>in force</li><li>current</li></ol>			
鲜血	鮮血	<span class="tone1">xiān</span> <span class="tone4">xuè</span>	<ol><li>blood</li></ol>			
献血	獻血	<span class="tone4">xiàn</span> <span class="tone4">xuè</span>	<ol><li>to donate blood</li></ol>			
显眼	顯眼	<span class="tone3">xiǎn</span> <span class="tone3">yǎn</span>	<ol><li>conspicuous</li><li>eye-catching</li><li>glamorous</li></ol>			
嫌疑		<span class="tone2">xián</span> <span class="tone2">yí</span>	<ol><li>suspicion</li><li>to have suspicions</li></ol>			
限于	限於	<span class="tone4">xiàn</span> <span class="tone2">yú</span>	<ol><li>to be limited to</li><li>to be confined to</li></ol>			
镶	鑲	<span class="tone1">xiāng</span>	<ol><li>to inlay</li><li>to embed</li><li>ridge</li><li>border</li></ol>			<span class="nobr">乡</span> <span class="nobr">箱</span> <span class="nobr">香</span>
享		<span class="tone3">xiǎng</span>	<ol><li>to enjoy</li><li>to benefit</li><li>to have the use of</li></ol>			<span class="nobr">响</span>
享	亯	<span class="tone3">xiǎng</span>	<ol><li>old variant of 享</li></ol>			<span class="nobr">响</span>
相伴		<span class="tone1">xiāng</span> <span class="tone4">bàn</span>	<ol><li>to accompany sb</li><li>to accompany each other</li></ol>			
相比之下		<span class="tone1">xiāng</span> <span class="tone3">bǐ</span> <span class="tone1">zhī</span> <span class="tone4">xià</span>	<ol><li>by comparison</li></ol>			
相差		<span class="tone1">xiāngchà</span>	<ol><li>to differ</li></ol>			
相传	相傳	<span class="tone1">xiāng</span> <span class="tone2">chuán</span>	<ol><li>to pass on</li><li>to hand down</li><li>tradition has it that ...</li><li>according to legend</li></ol>			
相当于	相當於	<span class="tone1">xiāng</span> <span class="tone1">dāng</span> <span class="tone2">yú</span>	<ol><li>equivalent to</li></ol>			
相对	相對	<span class="tone1">xiāng</span> <span class="tone4">duì</span>	<ol><li>relatively</li><li>opposite</li><li>to resist</li><li>to oppose</li><li>relative</li><li>vis-a-vis</li><li>counterpart</li></ol>			
相对而言	相對而言	<span class="tone1">xiāng</span> <span class="tone4">duì</span> <span class="tone2">ér</span> <span class="tone2">yán</span>	<ol><li>relatively speaking</li><li>comparatively speaking</li></ol>			
想方设法	想方設法	<span class="tone3">xiǎng</span> <span class="tone1">fāng</span> <span class="tone4">shè</span> <span class="tone3">fǎ</span>	<ol><li>to think up every possible method (idiom); to devise ways and means</li><li>to try this, that and the other</li></ol>			
相辅相成	相輔相成	<span class="tone1">xiāng</span> <span class="tone3">fǔ</span> <span class="tone1">xiāng</span> <span class="tone2">chéng</span>	<ol><li>to complement one another (idiom)</li></ol>			
祥和		<span class="tone2">xiáng</span> <span class="tone2">hé</span>	<ol><li>auspicious and peaceful</li></ol>			
相继	相繼	<span class="tone1">xiāng</span> <span class="tone4">jì</span>	<ol><li>in succession</li><li>following closely</li></ol>			
橡胶	橡膠	<span class="tone4">xiàng</span> <span class="tone1">jiāo</span>	<ol><li>rubber</li><li>caoutchouc</li></ol>			
详尽	詳盡	<span class="tone2">xiáng</span> <span class="tone4">jìn</span>	<ol><li>thorough and detailed</li><li>exhaustive</li><li>the tedious details in full</li></ol>			
向来	向來	<span class="tone4">xiàng</span> <span class="tone2">lái</span>	<ol><li>always (previously)</li></ol>			
项链	項鏈	<span class="tone4">xiàng</span> <span class="tone4">liàn</span>	<ol><li>necklace</li></ol>	条|條(<span class="tone2">tiáo</span>)		
相连	相連	<span class="tone1">xiāng</span> <span class="tone2">lián</span>	<ol><li>to link</li><li>to join</li><li>link</li><li>connection</li></ol>			
响亮	響亮	<span class="tone3">xiǎng</span> <span class="tone4">liàng</span>	<ol><li>loud and clear; resounding</li></ol>			
香料		<span class="tone1">xiāng</span> <span class="tone4">liào</span>	<ol><li>spice</li><li>flavoring</li><li>condiment</li><li>perfume</li></ol>			
橡皮		<span class="tone4">xiàng</span> <span class="tone2">pí</span>	<ol><li>rubber</li><li>an eraser</li></ol>	块|塊(<span class="tone4">kuài</span>)		
响起	響起	<span class="tone3">xiǎng</span> <span class="tone3">qǐ</span>	<ol><li>(of a sound) to come forth</li><li>(of a sound source) to ring out</li><li>to sound</li><li>to go off</li></ol>			<span class="nobr">想起</span>
镶嵌	鑲嵌	<span class="tone1">xiāng</span> <span class="tone4">qiàn</span>	<ol><li>to inlay</li><li>to embed</li><li>to set (e.g. a jewel in a ring)</li><li>tiling</li><li>tesselation</li></ol>			
乡亲	鄉親	<span class="tone1">xiāng</span> <span class="tone1">qīn</span>	<ol><li>fellow countryman (from the same village)</li><li>local people</li><li>villager</li><li>the folks back home</li></ol>			
相识	相識	<span class="tone1">xiāng</span> <span class="tone2">shí</span>	<ol><li>to get to know each other</li><li>acquaintance</li></ol>			
香水		<span class="tone1">xiāng</span> <span class="tone3">shuǐ</span>	<ol><li>perfume</li><li>cologne</li></ol>			
相提并论	相提並論	<span class="tone1">xiāng</span> <span class="tone2">tí</span> <span class="tone4">bìng</span> <span class="tone4">lùn</span>	<ol><li>to discuss two disparate things together (idiom); to mention on equal terms</li><li>to place on a par with</li><li>(often with negatives: impossible to mention X in the same breath as Y)</li></ol>			
相通		<span class="tone1">xiāng</span> <span class="tone1">tōng</span>	<ol><li>interlinked</li><li>connected</li><li>communicating</li><li>in communication</li><li>accommodating</li></ol>			
向往	嚮往	<span class="tone4">xiàng</span> <span class="tone3">wǎng</span>	<ol><li>to yearn for</li><li>to look forward to</li></ol>			
香味		<span class="tone1">xiāng</span> <span class="tone4">wèi</span>	<ol><li>fragrance</li><li>bouquet</li><li>sweet smell</li></ol>	股(<span class="tone3">gǔ</span>)		
乡下	鄉下	<span class="tone1">xiāng</span> <span class="tone5">xia</span>	<ol><li>countryside</li><li>rural area</li></ol>	个|個(<span class="tone4">gè</span>)		
香烟	香煙	<span class="tone1">xiāng</span> <span class="tone1">yān</span>	<ol><li>cigarette</li><li>smoke from burning incense</li></ol>	支(<span class="tone1">zhī</span>), 条|條(<span class="tone2">tiáo</span>)		
像样	像樣	<span class="tone4">xiàng</span> <span class="tone4">yàng</span>	<ol><li>presentable</li><li>decent</li><li>up to par</li></ol>			
相依为命	相依為命	<span class="tone1">xiāng</span> <span class="tone1">yī</span> <span class="tone2">wéi</span> <span class="tone4">mìng</span>	<ol><li>mutually dependent for life (idiom); to rely upon one another for survival</li><li>interdependent</li></ol>			
响应	響應	<span class="tone3">xiǎng</span> <span class="tone4">yìng</span>	<ol><li>to respond to</li><li>answer</li></ol>	个|個(<span class="tone4">gè</span>)		
香油		<span class="tone1">xiāng</span> <span class="tone2">yóu</span>	<ol><li>sesame oil</li><li>perfumed oil</li></ol>			
享有		<span class="tone3">xiǎng</span> <span class="tone3">yǒu</span>	<ol><li>to enjoy (rights, privileges etc)</li></ol>			
相遇		<span class="tone1">xiāng</span> <span class="tone4">yù</span>	<ol><li>to meet</li><li>to encounter</li><li>to come across</li></ol>			
相约	相約	<span class="tone1">xiāng</span> <span class="tone1">yuē</span>	<ol><li>to agree (on a meeting place, date etc)</li><li>to reach agreement</li><li>to make an appointment</li></ol>			
向着	向著	<span class="tone4">xiàng</span> <span class="tone5">zhe</span>	<ol><li>towards</li><li>facing (sb or sth)</li><li>(coll.) to side with</li><li>to favor</li></ol>			
削		<span class="tone1">xiāo</span>	<ol><li>to peel with a knife</li><li>to pare</li><li>to cut (a ball at tennis etc)</li></ol>			
削		<span class="tone1">xuē</span>	<ol><li>to pare</li><li>to reduce</li><li>to remove</li></ol>		<span class="tone4">xuè</span>	
消		<span class="tone1">xiāo</span>	<ol><li>to diminish; to subside</li><li>to consume; to reduce</li><li>to idle away (the time)</li><li>(after 不 or 只 or 何 etc) to need; to require; to take</li></ol>			<span class="nobr">削</span>
销	銷	<span class="tone1">xiāo</span>	<ol><li>to melt (metal)</li><li>to cancel; to annul</li><li>to sell</li><li>to expend; to spend</li><li>pin; bolt</li><li>to fasten with a pin or bolt</li></ol>			<span class="nobr">削</span> <span class="nobr">消</span>
消沉		<span class="tone1">xiāo</span> <span class="tone2">chén</span>	<ol><li>depressed</li><li>bad mood</li><li>low spirit</li></ol>			
小丑		<span class="tone3">xiǎo</span> <span class="tone3">chǒu</span>	<ol><li>clown</li></ol>			
小贩	小販	<span class="tone3">xiǎo</span> <span class="tone4">fàn</span>	<ol><li>peddler</li><li>hawker</li></ol>			
效仿	傚仿	<span class="tone4">xiàofǎng</span>	<ol><li>see 仿傚｜仿效</li></ol>			
销毁	銷毀	<span class="tone1">xiāo</span> <span class="tone3">huǐ</span>	<ol><li>to destroy (by melting or burning)</li><li>to obliterate</li></ol>			
孝敬		<span class="tone4">xiào</span> <span class="tone4">jìng</span>	<ol><li>to show filial respect</li><li>to give presents (to one's elders or superiors)</li><li>to support one's aged parents</li></ol>			
小看		<span class="tone3">xiǎo</span> <span class="tone4">kàn</span>	<ol><li>to look down on</li><li>to underestimate</li></ol>			
小康		<span class="tone3">xiǎo</span> <span class="tone1">kāng</span>	<ol><li>moderately affluent</li><li>well-off</li><li>a period of peace and prosperity</li></ol>			
小康		<span class="tone3">Xiǎo</span> <span class="tone1">kāng</span>	<ol><li>Xiaokang, a Confucian near-ideal state of society, second only to Datong 大同</li></ol>			
效力		<span class="tone4">xiào</span> <span class="tone4">lì</span>	<ol><li>effectiveness</li><li>positive effect</li><li>to serve (in some capacity)</li></ol>			
销量	銷量	<span class="tone1">xiāo</span> <span class="tone4">liàng</span>	<ol><li>sales volume</li></ol>			
小路		<span class="tone3">xiǎo</span> <span class="tone4">lù</span>	<ol><li>minor road</li><li>lane</li><li>pathway</li><li>trail</li></ol>			
小品		<span class="tone3">xiǎo</span> <span class="tone3">pǐn</span>	<ol><li>short, simple literary or artistic creation</li><li>essay</li><li>skit</li></ol>			
小气	小氣	<span class="tone3">xiǎo</span> <span class="tone4">qì</span>	<ol><li>stingy</li><li>miserly</li><li>narrow-minded</li><li>petty</li></ol>			
消遣		<span class="tone1">xiāo</span> <span class="tone3">qiǎn</span>	<ol><li>to while the time away</li><li>amusement</li><li>pastime</li><li>recreation</li><li>to make sport of</li></ol>			
小区	小區	<span class="tone3">xiǎo</span> <span class="tone1">qū</span>	<ol><li>housing estate; community; neighborhood</li><li>(telecommunications) cell</li></ol>			
小曲		<span class="tone3">xiǎo</span> <span class="tone3">qǔ</span>	<ol><li>popular song</li><li>folk tune</li><li>ballad</li></ol>			
小人		<span class="tone3">xiǎo</span> <span class="tone2">rén</span>	<ol><li>person of low social status (old)</li><li>I, me (used to refer humbly to oneself)</li><li>nasty person</li><li>vile character</li></ol>			
潇洒	瀟灑	<span class="tone1">xiāo</span> <span class="tone3">sǎ</span>	<ol><li>confident and at ease</li><li>free and easy</li></ol>			
孝顺	孝順	<span class="tone4">xiào</span> <span class="tone4">shùn</span>	<ol><li>filial</li><li>dutiful</li><li>devoted to one's parents (and grandparents etc)</li><li>to show filial piety towards (an older family member)</li><li>filial piety</li></ol>			
小提琴		<span class="tone3">xiǎo</span> <span class="tone2">tí</span> <span class="tone2">qín</span>	<ol><li>fiddle</li><li>violin</li></ol>			
萧条	蕭條	<span class="tone1">xiāo</span> <span class="tone2">tiáo</span>	<ol><li>bleak; desolate</li><li>(economics) in a slump; sluggish; depressed</li></ol>			
小溪		<span class="tone3">xiǎo</span> <span class="tone1">xī</span>	<ol><li>brook</li><li>streamlet</li></ol>			
肖像		<span class="tone4">xiào</span> <span class="tone4">xiàng</span>	<ol><li>portrait (painting, photo etc)</li><li>(in a general sense) representation of a person</li><li>likeness</li></ol>			
小心翼翼		<span class="tone3">xiǎo</span> <span class="tone1">xīn</span> <span class="tone4">yì</span> <span class="tone4">yì</span>	<ol><li>cautious and solemn (idiom); very carefully</li><li>prudent</li><li>gently and cautiously</li></ol>			
效益		<span class="tone4">xiào</span> <span class="tone4">yì</span>	<ol><li>benefit</li><li>effectiveness</li><li>efficiency</li></ol>			
效应	效應	<span class="tone4">xiào</span> <span class="tone4">yìng</span>	<ol><li>effect (scientific phenomenon)</li></ol>			
小卒		<span class="tone3">xiǎo</span> <span class="tone2">zú</span>	<ol><li>foot soldier</li><li>minor figure</li><li>a nobody</li><li>(chess) pawn</li></ol>			
邪		<span class="tone2">xié</span>	<ol><li>demonic</li><li>iniquitous</li><li>nefarious</li><li>evil</li><li>unhealthy influences that cause disease (Chinese medicine)</li><li>(coll.) strange</li><li>abnormal</li></ol>			<span class="nobr">斜</span> <span class="nobr">鞋</span>
邪	衺	<span class="tone2">xié</span>	<ol><li>old variant of 邪</li></ol>			<span class="nobr">斜</span> <span class="nobr">鞋</span>
泄	洩	<span class="tone4">xiè</span>	<ol><li>(bound form) to leak out; to discharge; (fig.) to divulge</li></ol>			<span class="nobr">解</span>
泻	瀉	<span class="tone4">xiè</span>	<ol><li>to flow out swiftly</li><li>to flood</li><li>a torrent</li><li>diarrhea</li><li>laxative</li></ol>			<span class="nobr">泄</span> <span class="nobr">解</span>
卸		<span class="tone4">xiè</span>	<ol><li>to unload</li><li>to unhitch</li><li>to remove or strip</li><li>to get rid of</li></ol>			<span class="nobr">泄</span> <span class="nobr">泻</span> <span class="nobr">解</span>
挟持	挾持	<span class="tone2">xié</span> <span class="tone2">chí</span>	<ol><li>to seize</li></ol>			
携带	攜帶	<span class="tone2">xié</span> <span class="tone4">dài</span>	<ol><li>to carry (on one's person)</li><li>to support (old)</li></ol>		<span class="tone1">xī</span> <span class="tone4">dài</span>	
协定	協定	<span class="tone2">xié</span> <span class="tone4">dìng</span>	<ol><li>agreement</li><li>accord</li><li>to reach an agreement</li></ol>			
邪恶	邪惡	<span class="tone2">xié</span> <span class="tone4">è</span>	<ol><li>sinister</li><li>vicious</li><li>wicked</li><li>evil</li></ol>			
泄漏	洩漏	<span class="tone4">xiè</span> <span class="tone4">lòu</span>	<ol><li>(of a liquid or gas) to leak</li><li>to divulge; to leak (information)</li></ol>			
泄露		<span class="tone4">xiè</span> <span class="tone4">lù</span>	<ol><li>to leak (information); to divulge</li><li>also pr. [xie4 lou4]</li></ol>			
泄密	洩密	<span class="tone4">xiè</span> <span class="tone4">mì</span>	<ol><li>to leak secrets</li></ol>			
泄气	洩氣	<span class="tone4">xiè</span> <span class="tone4">qì</span>	<ol><li>to leak (gas)</li><li>to be discouraged</li><li>to despair</li><li>(disparaging) pathetic</li><li>to vent one's anger</li><li>(of a tire) to be flat</li></ol>			
携手	攜手	<span class="tone2">xié</span> <span class="tone3">shǒu</span>	<ol><li>hand in hand</li><li>to join hands</li><li>to collaborate</li></ol>			
协同	協同	<span class="tone2">xié</span> <span class="tone2">tóng</span>	<ol><li>to cooperate</li><li>in coordination with</li><li>coordinated</li><li>collaborate</li><li>collaboration</li><li>collaborative</li></ol>			
写照	寫照	<span class="tone3">xiě</span> <span class="tone4">zhào</span>	<ol><li>portrayal</li></ol>			
协作	協作	<span class="tone2">xié</span> <span class="tone4">zuò</span>	<ol><li>cooperation</li><li>coordination</li></ol>			
心爱	心愛	<span class="tone1">xīn</span> <span class="tone4">ài</span>	<ol><li>beloved</li></ol>			
心安理得		<span class="tone1">xīn</span> <span class="tone1">ān</span> <span class="tone3">lǐ</span> <span class="tone2">dé</span>	<ol><li>to have a clear conscience</li><li>to have no qualms about sth</li></ol>			
心病		<span class="tone1">xīn</span> <span class="tone4">bìng</span>	<ol><li>anxiety</li><li>sore point</li><li>secret worry</li><li>mental disorder</li><li>heart disease (medicine)</li></ol>			
心肠	心腸	<span class="tone1">xīn</span> <span class="tone2">cháng</span>	<ol><li>heart</li><li>intention</li><li>one's inclination</li><li>state of mind</li><li>to have the heart for sth</li><li>mood</li></ol>			
新潮		<span class="tone1">xīn</span> <span class="tone2">cháo</span>	<ol><li>modern</li><li>fashionable</li></ol>			
新陈代谢	新陳代謝	<span class="tone1">xīn</span> <span class="tone2">chén</span> <span class="tone4">dài</span> <span class="tone4">xiè</span>	<ol><li>metabolism (biology)</li><li>the new replaces the old (idiom)</li></ol>			
信贷	信貸	<span class="tone4">xìn</span> <span class="tone4">dài</span>	<ol><li>credit</li><li>borrowed money</li></ol>			
心得		<span class="tone1">xīn</span> <span class="tone2">dé</span>	<ol><li>what one has learned (through experience, reading etc)</li><li>knowledge</li><li>insight</li><li>understanding</li><li>tips</li></ol>	项|項(<span class="tone4">xiàng</span>), 个|個(<span class="tone4">gè</span>)		
新房		<span class="tone1">xīn</span> <span class="tone2">fáng</span>	<ol><li>brand new house</li><li>bridal chamber</li></ol>			
心慌		<span class="tone1">xīn</span> <span class="tone1">huāng</span>	<ol><li>to be flustered</li><li>(dialect) irregular heart-beat</li></ol>			
心急如焚		<span class="tone1">xīn</span> <span class="tone2">jí</span> <span class="tone2">rú</span> <span class="tone2">fén</span>	<ol><li>to burn with impatience</li><li>torn with anxiety</li></ol>			
信件		<span class="tone4">xìn</span> <span class="tone4">jiàn</span>	<ol><li>letter (sent by mail)</li></ol>			
新款		<span class="tone1">xīn</span> <span class="tone3">kuǎn</span>	<ol><li>new style</li><li>latest fashion</li><li>new model</li></ol>			
信赖	信賴	<span class="tone4">xìn</span> <span class="tone4">lài</span>	<ol><li>to trust</li><li>to have confidence in</li><li>to have faith in</li><li>to rely on</li></ol>			
心里话	心裡話	<span class="tone1">xīn</span> <span class="tone5">li</span> <span class="tone4">huà</span>	<ol><li>(to express one's) true feelings</li><li>what is on one's mind</li><li>secret mind</li></ol>			
心灵手巧	心靈手巧	<span class="tone1">xīn</span> <span class="tone2">líng</span> <span class="tone3">shǒu</span> <span class="tone3">qiǎo</span>	<ol><li>capable</li><li>clever</li><li>dexterous</li></ol>			
心目		<span class="tone1">xīn</span> <span class="tone4">mù</span>	<ol><li>mind</li></ol>			
芯片		<span class="tone1">xīn</span> <span class="tone4">piàn</span>	<ol><li>computer chip</li><li>microchip</li></ol>			
新奇		<span class="tone1">xīn</span> <span class="tone2">qí</span>	<ol><li>novel; new; exotic</li></ol>			
辛勤		<span class="tone1">xīn</span> <span class="tone2">qín</span>	<ol><li>hardworking; industrious</li></ol>			
心声	心聲	<span class="tone1">xīn</span> <span class="tone1">shēng</span>	<ol><li>heartfelt wish; inner voice; aspiration</li></ol>			
新生		<span class="tone1">xīn</span> <span class="tone1">shēng</span>	<ol><li>new</li><li>newborn</li><li>emerging</li><li>nascent</li><li>rebirth</li><li>regeneration</li><li>new life</li><li>new student</li></ol>			<span class="nobr">心声</span>
心事		<span class="tone1">xīn</span> <span class="tone4">shì</span>	<ol><li>a load on one's mind</li><li>worry</li></ol>	宗(<span class="tone1">zōng</span>), 桩|樁(<span class="tone1">zhuāng</span>)		
新式		<span class="tone1">xīnshì</span>	<ol><li>new style; latest type</li></ol>			
新手		<span class="tone1">xīn</span> <span class="tone3">shǒu</span>	<ol><li>new hand</li><li>novice</li><li>raw recruit</li></ol>			
心思		<span class="tone1">xīn</span> <span class="tone5">si</span>	<ol><li>mind</li><li>thoughts</li><li>inclination</li><li>mood</li></ol>			
心酸		<span class="tone1">xīn</span> <span class="tone1">suān</span>	<ol><li>to feel sad</li></ol>			
辛酸		<span class="tone1">xīn</span> <span class="tone1">suān</span>	<ol><li>pungent (taste)</li><li>bitter</li><li>fig. sad</li><li>miserable</li></ol>			<span class="nobr">心酸</span>
欣慰		<span class="tone1">xīn</span> <span class="tone4">wèi</span>	<ol><li>to be gratified</li></ol>			
欣喜		<span class="tone1">xīn</span> <span class="tone3">xǐ</span>	<ol><li>happy</li></ol>			
心想事成		<span class="tone1">xīn</span> <span class="tone3">xiǎng</span> <span class="tone4">shì</span> <span class="tone2">chéng</span>	<ol><li>(idiom) to have one's wishes come true; wish you the best!</li></ol>			
欣欣向荣	欣欣向榮	<span class="tone1">xīn</span> <span class="tone1">xīn</span> <span class="tone4">xiàng</span> <span class="tone2">róng</span>	<ol><li>(idiom) flourishing</li><li>thriving</li></ol>			
心胸		<span class="tone1">xīn</span> <span class="tone1">xiōng</span>	<ol><li>heart</li><li>mind</li><li>ambition</li><li>aspiration</li></ol>			
心血		<span class="tone1">xīn</span> <span class="tone4">xuè</span>	<ol><li>heart's blood</li><li>expenditure (for some project)</li><li>meticulous care</li></ol>			
心眼儿	心眼兒	<span class="tone1">xīn</span> <span class="tone3">yǎnr</span>	<ol><li>one's thoughts</li><li>mind</li><li>intention</li><li>willingness to accept new ideas</li><li>baseless suspicions</li></ol>			
心意		<span class="tone1">xīn</span> <span class="tone4">yì</span>	<ol><li>intention</li><li>regard; kindly feelings</li></ol>			
新颖	新穎	<span class="tone1">xīn</span> <span class="tone3">yǐng</span>	<ol><li>lit. new bud</li><li>fig. new and original</li></ol>			
信誉	信譽	<span class="tone4">xìn</span> <span class="tone4">yù</span>	<ol><li>prestige</li><li>distinction</li><li>reputation</li><li>trust</li></ol>			
腥		<span class="tone1">xīng</span>	<ol><li>fishy (smell)</li></ol>			
幸存	倖存	<span class="tone4">xìng</span> <span class="tone2">cún</span>	<ol><li>to survive (a disaster)</li></ol>			
刑法		<span class="tone2">xíng</span> <span class="tone3">fǎ</span>	<ol><li>criminal law</li></ol>			
兴奋剂	興奮劑	<span class="tone1">xīng</span> <span class="tone4">fèn</span> <span class="tone4">jì</span>	<ol><li>stimulant</li><li>doping (in athletics)</li></ol>			
兴高采烈	興高采烈	<span class="tone4">xìng</span> <span class="tone1">gāo</span> <span class="tone3">cǎi</span> <span class="tone4">liè</span>	<ol><li>happy and excited (idiom)</li><li>in high spirits</li><li>in great delight</li></ol>			
幸好		<span class="tone4">xìng</span> <span class="tone3">hǎo</span>	<ol><li>fortunately</li></ol>			
性价比	性價比	<span class="tone4">xìng</span> <span class="tone4">jià</span> <span class="tone3">bǐ</span>	<ol><li>cost-performance ratio</li></ol>			
兴建	興建	<span class="tone1">xīng</span> <span class="tone4">jiàn</span>	<ol><li>to build</li><li>to construct</li></ol>			
幸亏	幸虧	<span class="tone4">xìng</span> <span class="tone1">kuī</span>	<ol><li>fortunately</li><li>luckily</li></ol>			
醒来	醒來	<span class="tone3">xǐng</span> <span class="tone2">lái</span>	<ol><li>to waken</li></ol>			
幸免	倖免	<span class="tone4">xìng</span> <span class="tone3">miǎn</span>	<ol><li>to avoid (an unpleasant fate)</li></ol>			
性命		<span class="tone4">xìng</span> <span class="tone4">mìng</span>	<ol><li>life</li></ol>			
醒目		<span class="tone3">xǐng</span> <span class="tone4">mù</span>	<ol><li>eye-grabbing (headline)</li><li>striking (illustration)</li></ol>			
兴起	興起	<span class="tone1">xīng</span> <span class="tone3">qǐ</span>	<ol><li>to rise</li><li>to spring up</li><li>to burgeon</li><li>to be aroused</li><li>to come into vogue</li></ol>			
性情		<span class="tone4">xìng</span> <span class="tone2">qíng</span>	<ol><li>nature</li><li>temperament</li></ol>			
行使		<span class="tone2">xíng</span> <span class="tone3">shǐ</span>	<ol><li>to exercise (a right etc)</li></ol>			<span class="nobr">行驶</span>
姓氏		<span class="tone4">xìng</span> <span class="tone4">shì</span>	<ol><li>family name</li></ol>			
醒悟		<span class="tone3">xǐng</span> <span class="tone4">wù</span>	<ol><li>to come to oneself</li><li>to come to realize</li><li>to come to see the truth</li><li>to wake up to reality</li></ol>			
猩猩		<span class="tone1">xīng</span> <span class="tone5">xing</span>	<ol><li>orangutan</li><li>(slang) dialect speaker whose speech is corrupted by Standard Mandarin</li></ol>			<span class="nobr">星星</span>
形形色色		<span class="tone2">xíng</span> <span class="tone2">xíng</span> <span class="tone4">sè</span> <span class="tone4">sè</span>	<ol><li>all kinds of</li><li>all sorts of</li><li>every (different) kind of</li></ol>			
形影不离	形影不離	<span class="tone2">xíng</span> <span class="tone3">yǐng</span> <span class="tone4">bù</span> <span class="tone2">lí</span>	<ol><li>inseparable (as form and shadow)</li></ol>			
行政		<span class="tone2">xíng</span> <span class="tone4">zhèng</span>	<ol><li>administration</li><li>(attributive) administrative; executive</li></ol>			
兴致	興致	<span class="tone4">xìng</span> <span class="tone4">zhì</span>	<ol><li>mood</li><li>spirits</li><li>interest</li></ol>			<span class="nobr">性质</span>
行走		<span class="tone2">xíng</span> <span class="tone3">zǒu</span>	<ol><li>to walk</li></ol>			
星座		<span class="tone1">xīng</span> <span class="tone4">zuò</span>	<ol><li>constellation</li><li>astrological sign</li></ol>	张|張(<span class="tone1">zhāng</span>)		
凶残	兇殘	<span class="tone1">xiōng</span> <span class="tone2">cán</span>	<ol><li>savage</li><li>cruel</li><li>fierce</li></ol>			
凶残	凶殘	<span class="tone1">xiōng</span> <span class="tone2">cán</span>	<ol><li>savage</li></ol>			
凶恶	兇惡	<span class="tone1">xiōng</span> <span class="tone4">è</span>	<ol><li>fierce</li><li>ferocious</li><li>fiendish</li><li>frightening</li></ol>			
凶恶	凶惡	<span class="tone1">xiōng</span> <span class="tone4">è</span>	<ol><li>ferocious</li><li>fiendish</li><li>frightening</li></ol>			
凶狠		<span class="tone1">xiōng</span> <span class="tone3">hěn</span>	<ol><li>cruel</li><li>vicious</li><li>fierce and malicious</li><li>vengeful</li></ol>			
雄厚		<span class="tone2">xióng</span> <span class="tone4">hòu</span>	<ol><li>substantial; robust; ample; abundant</li></ol>			
凶猛	兇猛	<span class="tone1">xiōng</span> <span class="tone3">měng</span>	<ol><li>fierce</li><li>violent</li><li>ferocious</li></ol>			
胸膛		<span class="tone1">xiōng</span> <span class="tone2">táng</span>	<ol><li>chest</li></ol>			
汹涌	洶湧	<span class="tone1">xiōng</span> <span class="tone3">yǒng</span>	<ol><li>to surge up violently (of ocean, river, lake etc)</li><li>turbulent</li></ol>			
胸有成竹		<span class="tone1">xiōng</span> <span class="tone3">yǒu</span> <span class="tone2">chéng</span> <span class="tone2">zhú</span>	<ol><li>(idiom) to have a well thought out plan in mind</li></ol>			
绣	繡	<span class="tone4">xiù</span>	<ol><li>to embroider; embroidery</li></ol>			<span class="nobr">臭</span>
锈	鏽	<span class="tone4">xiù</span>	<ol><li>to rust</li></ol>			<span class="nobr">绣</span> <span class="nobr">臭</span>
修补	修補	<span class="tone1">xiū</span> <span class="tone3">bǔ</span>	<ol><li>to mend</li></ol>			
修长	修長	<span class="tone1">xiū</span> <span class="tone2">cháng</span>	<ol><li>slender</li><li>lanky</li><li>tall and thin</li></ol>			
修订	修訂	<span class="tone1">xiū</span> <span class="tone4">dìng</span>	<ol><li>to revise</li></ol>			
嗅觉	嗅覺	<span class="tone4">xiù</span> <span class="tone2">jué</span>	<ol><li>sense of smell</li></ol>			
休克		<span class="tone1">xiū</span> <span class="tone4">kè</span>	<ol><li>shock (loanword)</li><li>to go into shock</li></ol>			
羞愧		<span class="tone1">xiū</span> <span class="tone4">kuì</span>	<ol><li>ashamed</li></ol>			
秀丽	秀麗	<span class="tone4">xiù</span> <span class="tone4">lì</span>	<ol><li>pretty; beautiful</li></ol>			
修路		<span class="tone1">xiū</span> <span class="tone4">lù</span>	<ol><li>to repair a road</li></ol>			
秀美		<span class="tone4">xiù</span> <span class="tone3">měi</span>	<ol><li>elegant</li><li>graceful</li></ol>			
休眠		<span class="tone1">xiū</span> <span class="tone2">mián</span>	<ol><li>to be dormant (biology)</li><li>inactive (volcano)</li><li>to hibernate (computing)</li></ol>			
袖手旁观	袖手旁觀	<span class="tone4">xiù</span> <span class="tone3">shǒu</span> <span class="tone2">páng</span> <span class="tone1">guān</span>	<ol><li>to watch with folded arms (idiom); to look on without lifting a finger</li></ol>			
